0.7825	1.073
0.7833	1.0646
0.7828	1.0596
0.7824	1.0456
0.7642	1.0375
0.7561	1.0288
0.7501	1.019
0.7436	1.0035
0.7383	0.9857
0.7207	0.9569
0.7115	0.9438
0.7147	0.9234
0.7127	0.8999
0.7134	0.8752
0.7254	0.8228
0.7381	0.8018
0.7728	0.7779
0.8223	0.7516
0.8738	0.7198
0.9914	0.6556
1.075	0.6266
1.176	0.5884
1.295	0.5531
1.4301	0.5203
1.7699	0.4654
1.9521	0.4536
2.1626	0.4478
2.4329	0.4702
2.6179	0.5013
3.1052	0.6764
3.3658	0.8119
3.6368	0.9817
3.906	1.2078
4.1832	1.4817
4.7839	2.1619
5.0773	2.5717
5.3676	3.0225
5.6583	3.5076
5.9324	4.0066
6.4686	5.0022
6.7126	5.4714
6.9358	5.8993
7.1498	6.2776
7.3433	6.5898
7.6466	6.9914
7.7582	7.0627
7.8503	7.048
7.9012	6.9511
7.9231	6.7457
7.879	6.1442
7.7782	5.7569
7.6591	5.3091
7.4975	4.8255
7.3048	4.2916
6.7532	3.144
6.3929	2.5439
5.9715	1.936
5.3898	1.1832
4.9973	0.7411
3.879	-0.377
3.284	-0.8948
2.668	-1.3752
2.0322	-1.8082
1.3761	-2.1787
0.1119	-2.7258
-0.4908	-2.8961
-1.0591	-2.9959
-1.7113	-3.0167
-2.0562	-2.9809
-2.7866	-2.6915
-3.0249	-2.45
-3.1708	-2.144
-3.2181	-1.771
-3.1621	-1.3451
-2.7585	-0.3288
-2.3392	0.4036
-2.0302	0.8698
-1.5609	1.5177
-1.0276	2.1811
0.153	3.5432
0.7871	4.2212
1.4444	4.8774
2.28	5.6658
2.7735	6.1314
4.0672	7.2335
4.66	7.7314
5.2457	8.1662
5.9207	8.6546
6.2946	8.9057
7.1674	9.4197
7.5963	9.6102
7.8026	9.6807
8.0698	9.7185
8.1773	9.6967
8.3012	9.4539
8.2629	9.2445
8.1619	8.9757
7.9763	8.6481
7.7389	8.2661
7.1177	7.3271
6.6189	6.646
6.2751	6.2078
5.7906	5.5915
5.2692	4.9482
4.0737	3.6275
3.2653	2.7836
2.7736	2.2774
2.1019	1.6169
1.4126	0.9791
0.0804	-0.2242
-0.5516	-0.773
-1.1493	-1.277
-1.7076	-1.7342
-2.235	-2.1386
-3.105	-2.7791
-3.4331	-3.0096
-3.6983	-3.1709
-3.8883	-3.2584
-4.0081	-3.2666
-4.0218	-3.0798
-3.9263	-2.8717
-3.7279	-2.6046
-3.4777	-2.2666
-3.1661	-1.8637
-2.3541	-0.8811
-1.8674	-0.3219
-1.3464	0.2748
-0.6384	1.0543
-0.1969	1.5389
1.0446	2.8582
1.6879	3.5165
2.3264	4.175
2.9577	4.8089
3.5779	5.4213
4.7644	6.5437
5.3305	7.0418
5.8505	7.4973
6.3359	7.8961
6.7727	8.2466
7.5039	8.753
7.782	8.9152
8.0073	9.0091
8.17	9.0347
8.2578	9.0025
8.3013	8.6772
8.2333	8.4147
8.0824	8.1172
7.8792	7.738
7.6226	7.2806
6.9011	6.225
6.4522	5.6241
5.9398	4.9847
5.3726	4.3156
4.7716	3.6188
3.4306	2.2047
2.7248	1.4979
1.9968	0.8096
1.2785	0.1482
0.5782	-0.4851
-0.7583	-1.6291
-1.3628	-2.1274
-1.9049	-2.5698
-2.3887	-2.942
-2.8157	-3.2423
-3.4516	-3.6085
-3.6522	-3.6668
-3.7744	-3.6476
-3.8299	-3.558
-3.8095	-3.3774
-3.5499	-2.83
-3.3128	-2.4663
-3.0243	-2.0438
-2.6779	-1.5713
-2.2724	-1.0498
-1.3252	0.1137
-0.7957	0.7346
-0.2213	1.3757
0.402	2.0294
1.0504	2.6946
2.3638	4.0049
3.0302	4.637
3.6864	5.2525
4.3322	5.8347
4.9472	6.3891
6.0904	7.3697
6.6087	7.7866
7.0844	8.1497
7.512	8.4621
7.8776	8.7178
8.4642	9.0243
8.6819	9.0718
8.8033	9.0625
8.8668	8.9889
8.872	8.8217
8.6994	8.2999
8.5124	7.9358
8.2589	7.5202
7.945	7.0304
7.5587	6.483
6.5938	5.2448
6.0326	4.56
5.4022	3.8536
4.7325	3.1222
4.0166	2.3802
2.5025	0.8958
1.7095	0.1831
0.9366	-0.502
0.1753	-1.1526
-0.5653	-1.7624
-1.9322	-2.8465
-2.5317	-3.2978
-3.0729	-3.6758
-3.5308	-3.9813
