-19.044453,24.180422,23.551355,-27.140083
-18.939781,24.001234,23.378792,-27.122877
-18.837637,23.823877,23.223063,-27.115847
-18.740019,23.646992,23.076277,-27.111883
-18.636845,23.46039,22.944433,-27.115377
-18.551147,23.294693,22.837736,-27.124676
-18.463707,23.117697,22.72636,-27.140196
-18.382944,22.939684,22.611547,-27.162119
-18.310961,22.758135,22.493437,-27.186741
-18.249027,22.575569,22.365355,-27.223928
-18.195583,22.396013,22.234762,-27.26589
-18.149168,22.217541,22.104141,-27.305304
-18.104378,22.044636,21.971451,-27.356909
-18.060663,21.878101,21.847567,-27.40233
-18.017733,21.716818,21.72945,-27.44603
-17.976645,21.558575,21.626297,-27.481747
-17.936256,21.406031,21.532782,-27.506653
-17.901047,21.257349,21.446796,-27.521402
-17.870544,21.114361,21.372942,-27.521534
-17.841879,20.978697,21.310162,-27.505121
-17.816967,20.848621,21.262518,-27.468006
-17.790611,20.727448,21.22916,-27.408587
-17.759781,20.616993,21.213161,-27.326378
-17.724741,20.517178,21.21946,-27.219057
-17.68305,20.428102,21.24892,-27.08502
-17.634129,20.350298,21.30044,-26.926584
-17.577644,20.282934,21.378725,-26.744682
-17.513325,20.226166,21.499437,-26.534847
-17.440123,20.177078,21.650236,-26.302252
-17.354908,20.1357,21.824476,-26.047806
-17.256783,20.104164,22.018465,-25.769899
-17.145044,20.078617,22.233004,-25.471497
-17.017296,20.061956,22.456669,-25.151426
-16.872217,20.051138,22.689146,-24.810034
-16.70764,20.047443,22.924334,-24.448559
-16.524931,20.048079,23.153507,-24.070068
-16.324686,20.051317,23.370806,-23.676693
-16.108061,20.055813,23.570009,-23.266058
-15.874699,20.057764,23.747478,-22.845348
-15.62603,20.059313,23.900677,-22.412588
-15.363775,20.060627,24.026258,-21.972635
-15.089113,20.062441,24.119043,-21.530657
-14.80351,20.059723,24.181871,-21.092222
-14.508759,20.053097,24.209555,-20.641569
-14.206765,20.044756,24.202116,-20.201948
-13.900256,20.034079,24.156759,-19.764124
-13.590933,20.021738,24.076866,-19.331985
-13.282358,20.004143,23.953609,-18.907034
-12.977052,19.98554,23.785751,-18.488232
-12.677567,19.966019,23.57922,-18.076738
-12.387232,19.947369,23.330759,-17.672215
-12.109021,19.926004,23.055185,-17.276648
-11.843281,19.905146,22.753235,-16.893608
-11.591371,19.88328,22.426527,-16.525089
-11.355292,19.863621,22.081381,-16.168663
-11.137917,19.842974,21.722157,-15.823659
-10.94008,19.820934,21.356867,-15.495305
-10.765093,19.798216,20.971003,-15.184037
-10.612893,19.777561,20.572662,-14.891668
-10.483223,19.758478,20.165405,-14.616352
-10.375552,19.741648,19.743818,-14.355579
-10.287638,19.726955,19.314922,-14.110991
-10.216201,19.714809,18.877783,-13.882299
-10.160089,19.706377,18.435724,-13.670011
-10.11875,19.700594,17.991993,-13.474577
-10.091943,19.697687,17.544304,-13.293975
-10.080485,19.694475,17.094749,-13.132029
-10.08534,19.689278,16.645821,-12.986191
-10.107886,19.685072,16.203684,-12.859879
-10.152551,19.673979,15.773029,-12.751393
-10.225677,19.662056,15.357778,-12.660107
-10.329,19.642487,14.959165,-12.58357
-10.450743,19.613295,14.577576,-12.520825
-10.583327,19.568319,14.21395,-12.472543
-10.733354,19.505068,13.870867,-12.445713
-10.897472,19.429777,13.546057,-12.443341
-11.077594,19.341103,13.237749,-12.44914
-11.274816,19.241631,12.945527,-12.45754
