0.331096841	0.206003581	58	52
0.529641096	0.217485387	62	60.5
0.6523232	0.166952292	64.33	66
0.640362898	0.07618055	67	70.75
0.62124107	0.099383676	69.4	73.2
0.629583447	0.231631572	72	76.17
0.566245539	0.304006311	74.14	76.29
0.433392199	0.2598215	77.75	76.5
0.283587277	0.378514415	80.89	76.33
0.154176833	0.54527996	83.5	82.3
0.103189612	0.55709835	85.73	87.45
0.144524397	0.486041563	87.67	91.67
0.227563697	0.461764551	89.23	95.23
0.263022408	0.310220505	90.64	98.43
0.197215333	0.056469691	92	101.27
0.117412304	0.36504227	93.19	104
0.086128038	0.378509313	94.24	106.41
0.046335374	0.173599619	95.22	108.5
0.03710925	0.274174846	95.68	110.37
0.217947645	0.415432524	96.1	112.8
0.617767481	0.434634115	96.48	114.95
1.21045975	0.377395551	96.82	116.73
1.675966447	0.297602832	97.13	118.39
1.602699408	0.21246575	97.42	118
1.067283951	0.146989348	97.64	117.64
0.751388825	0.094636005	98.15	117.35
0.764070109	0.041846396	98.63	117.07
1.024999413	0.065971881	99.07	116.82
1.246068208	0.199089983	99.41	116.66
1.147796653	0.301944546	99.87	115.17
1.168056148	0.296489091	100.19	114.32
1.788002937	0.188202034	100.47	113.81
2.614569719	0.02627533	100.73	113.18
2.650713407	0.108227745	101	112.62
1.595293522	0.108974779	101.23	111.97
0.350271578	0.062290762	101.5	111.39
0.159109399	0.075738167	102	110.81
0.753664241	0.074132958	102.45	110.18
1.567315219	0.119006136	102.87	110.87
1.652725881	0.158411696	103.3	111.47
0.960960399	0.177867715	103.71	112.05
0.215940799	0.190538452	104.14	112.62
0.468177137	0.217650474	104.63	113.14
0.37102149	0.233487439	105.14	113.59
0.136657632	0.175635416	105.62	113.98
0.307321841	0.08695531	106.11	114.35
0.252040972	0.084267241	106.53	114.47
0.051804114	0.126556531	106.94	114.46
0.182259062	0.192418619	107.39	114.47
0.204235496	0.222535126	107.84	114.5
0.1351622	0.184445543	108.25	114.55
0.112816846	0.133823349	108.65	114.6
0.136916435	0.099901991	109.08	114.7
0.123558266	0.079832893	109.56	114.8
0.112199896	0.040396278	109.95	114.89
0.13472412	0.146051012	110.34	115
0.132973416	0.254977014	110.7	115.11
0.130725733	0.22931581	111.03	115.22
0.179651466	0.13190983	111.39	115.34
0.277117019	0.105981693	111.75	115.47
0.39775534	0.171589545	113.02	116.67
0.416622496	0.206427495	114.15	117.6
0.234335872	0.144689337	115.23	118.42
0.033465522	0.104697389	116.2	119.1
0.089884804	0.164454685	117.07	119.82
0.159598206	0.176360031	117.85	120.38
0.333466484	0.163222778	118.57	121.23
0.289905828	0.164145816	119.02	121.97
0.081380519	0.162430281	119.42	122.75
0.10937612	0.141522811	119.78	122.57
0.089972294	0.114546077	120.17	122.37
0.030933199	0.101886727	120.5	122.17
0.039828983	0.063073987	120.83	121.98
0.120401569	0.052176384	121.13	121.83
0.333500116	0.06845031	121.4	121.68
0.439265139	0.068826274	121.68	121.5
0.440114081	0.092869287	121.92	121.32
0.405673034	0.238127526	122.2	121.1
0.284173595	0.33565609	122.63	120.87
0.258293284	0.248197871	122.98	120.35
0.321790685	0.036573784	123.33	119.8
0.22350336	0.153622196	123.53	119.33
0.301865658	0.173285441	123.62	118.83
0.476184851	0.129436256	123.7	119.08
0.509575945	0.15800527	123.78	119.35
0.483630584	0.216178645	123.73	119.58
0.457736349	0.242479389	123.67	119.8
0.383557249	0.19395526	123.57	120
0.262870035	0.108033578	123.52	120.22
0.156621518	0.044352166	123.38	121.12
0.177937834	0.055463208	123.27	121.72
0.426021218	0.067922792	123.15	122.17
0.812408003	0.065036113	123.03	122.7
1.022073146	0.078312955	122.88	123.23
0.781418237	0.147921292	122.75	123.85
0.396904506	0.221213191	122.6	124.33
0.632423718	0.221306134	122.25	124.88
0.609112285	0.134655741	121.92	125.5
0.359574874	0.027257903	121.58	125.28
0.539992329	0.093770386	121.22	125.08
0.597620606	0.151375719	120.83	124.83
0.438645549	0.151463689	120.38	124.57
0.427888787	0.116679297	119.88	124.32
0.510408518	0.123824722	119.33	124.08
0.512865555	0.177117306	118.77	123.87
0.515110593	0.263369652	118.2	123.62
0.609569941	0.341108306	117.6	123.53
0.658606369	0.316528834	116.98	123.53
0.564973793	0.207376626	116.93	123.48
0.441997642	0.316135425	116.9	123.43
0.4109567	0.509848974	116.87	123.23
0.425782237	0.609414614	116.87	123.03
0.462248005	0.607399057	116.85	122.77
0.422952302	0.546666909	116.77	122.52
0.334073843	0.424807741	116.75	122.23
0.367597864	0.269246855	116.72	121.9
0.317796006	0.426880892	116.72	121.53
0.104344462	0.487676213	116.77	121.13
0.143144602	0.330848099	116.77	120.68
0.173191885	0.337958455	116.75	120.22
0.068294713	0.434065937	116.7	119.65
0.246932595	0.42491132	116.65	119.07
0.43419893	0.334734765	116.62	118.43
0.531332128	0.268273679	116.55	118.38
0.630512255	0.273954072	116.48	118.25
0.77180963	0.286397799	116.43	118.15
0.90433802	0.235084266	116.42	118.03
1.018998473	0.149822355	116.43	118.02
1.089466728	0.143573499	116.45	118.02
1.034143023	0.271641155	116.47	117.97
0.841966604	0.425082407	116.47	117.82
0.637918976	0.435619259	116.45	117.55
0.631870745	0.315243163	116.55	117.22
0.727610726	0.210838692	116.6	116.78
0.726062415	0.234132066	116.63	116.27
0.636326318	0.342795338	116.65	115.68
0.579017111	0.407873954	116.7	115.22
0.749968367	0.344685599	116.7	114.88
1.116351496	0.203872503	116.68	114.52
1.522754623	0.102443239	116.72	114.38
1.806215	0.171736561	116.78	114.3
1.792126836	0.327937911	116.98	114.1
1.47600886	0.395901428	117.33	113.93
1.132799425	0.249475102	117.68	113.77
1.059965493	0.16108152	118.05	113.6
1.192696648	0.263908079	118.42	113.55
1.138214027	0.188382589	118.8	113.48
0.682299906	0.104869697	119.23	113.43
0.116870236	0.124155101	119.67	113.28
0.16561641	0.133005263	120.12	113.1
0.06257165	0.118475386	120.6	112.93
0.262189269	0.098724751	121.12	112.75
0.36622009	0.048753696	121.63	112.5
0.349065836	0.079452477	122.17	112.22
0.337252647	0.198092435	122.68	111.9
0.310290924	0.151734951	123.13	111.72
0.248911347	0.135456956	123.65	111.43
0.239308201	0.321222278	124.13	111.17
0.289710977	0.267247748	124.62	110.92
0.255151637	0.047940088	125.12	110.63
0.125174327	0.138712827	125.63	110.4
0.128367606	0.132388458	126.2	110.18
0.134108322	0.10776591	126.75	109.93
0.050301651	0.115085017	127.35	109.68
0.117126759	0.136765909	127.97	109.28
0.118387	0.117197349	128.57	108.92
0.060994519	0.043235777	129.22	108.57
0.057874948	0.075145812	129.87	108.23
0.115930168	0.104955012	129.9	107.93
0.150555011	0.181423815	129.8	107.6
0.110427039	0.150772864	129.73	107.4
0.1119476	0.067827974	129.65	107.2
0.135969233	0.091868027	129.53	107.05
0.068257432	0.065892752	129.4	106.9
0.234076909	0.068500558	129.25	106.82
0.303557726	0.13766173	129.1	106.72
0.191213575	0.247164933	128.92	106.63
0.142011946	0.195460242	128.58	106.62
0.229207057	0.058256989	128.3	106.65
0.329632463	0.110237299	128	106.68
0.357280006	0.063566225	127.73	106.78
0.28084513	0.038258219	127.5	106.88
0.221703178	0.074938751	127.28	107.1
0.258590871	0.253983507	127.13	106.73
0.390871206	0.286628854	127.13	106.45
0.483266486	0.07254539	127.17	106.15
0.412038733	0.208110906	127.17	105.8
0.245481024	0.278045854	127.13	105.47
0.22381335	0.085381629	127.15	105.13
0.170634345	0.199672466	127.17	104.87
0.077097232	0.291497506	127.2	104.65
0.260354833	0.226293254	127.32	104.57
0.303424653	0.178418351	127.37	104.65
0.231179783	0.124198282	127.57	104.77
0.146770783	0.079866214	127.83	105.03
0.09238874	0.092306392	128.1	105.38
0.204806561	0.089020291	128.42	105.57
0.428287391	0.083420777	128.73	105.67
0.656388434	0.096913003	129.03	105.78
0.738948073	0.161824741	129.33	105.7
0.558450937	0.264478407	129.62	105.57
0.265358153	0.306425662	129.9	105.55
0.208513945	0.223603648	130.1	105.55
0.51999872	0.056788831	130.3	105.68
0.933741716	0.145352417	130.48	105.77
1.096101701	0.239245446	130.67	105.68
1.002427385	0.294834994	130.87	105.7
0.941289263	0.329128455	131.08	105.68
0.991480917	0.277933869	131.28	105.82
0.915214579	0.194903206	131.57	106.17
0.621965095	0.225435437	131.8	106.5
0.384193226	0.323132616	132.02	106.88
