pair,cond,trial,env,env_code,num_windows,window_start,window_end,headVectP1,headVectP2
EKMH1,standing,T017,FoodCourt,,4,2048,3072,1.290906589,1.169860773
EKMH1,standing,T017,FoodCourt,,5,2560,3584,1.153613388,0.973893556
EKMH1,standing,T017,FoodCourt,,6,3072,4096,1.167258749,1.17261338
EKMH1,standing,T017,FoodCourt,,7,3584,4608,1.194274772,1.172841622
EKMH1,standing,T017,FoodCourt,,8,4096,5120,1.063229344,0.946435982
EKMH1,standing,T018,Cafe,,0,0,1024,1.291408395,1.369982002
EKMH1,standing,T018,Cafe,,1,512,1536,1.023749828,0.855512335
EKMH1,standing,T018,Cafe,,2,1024,2048,1.005288814,1.065338776
EKMH1,standing,T018,Cafe,,3,1536,2560,1.042025804,1.251870868
EKMH1,standing,T018,Cafe,,4,2048,3072,0.971518474,1.203222361
EKMH1,standing,T018,Cafe,,5,2560,3584,1.080944462,0.844193199
EKMH1,standing,T018,Cafe,,6,3072,4096,1.168050981,1.131302835
EKMH1,standing,T018,Cafe,,7,3584,4608,1.277321644,1.232932542
EKMH1,standing,T018,Cafe,,8,4096,5120,1.283953006,1.197997023
ETSB,sitting,T003,NoMusicParty,,0,0,1024,1.331286555,1.354088759
ETSB,sitting,T003,NoMusicParty,,1,512,1536,1.204906861,1.394436194
ETSB,sitting,T003,NoMusicParty,,2,1024,2048,0.983809943,1.405229669
ETSB,sitting,T003,NoMusicParty,,3,1536,2560,1.045713008,1.253718036
ETSB,sitting,T003,NoMusicParty,,4,2048,3072,1.143021206,1.23364208
ETSB,sitting,T003,NoMusicParty,,5,2560,3584,1.190931975,1.137139205
ETSB,sitting,T003,NoMusicParty,,6,3072,4096,0.917887119,1.02537392
ETSB,sitting,T003,NoMusicParty,,7,3584,4608,0.839293316,1.000676976
ETSB,sitting,T003,NoMusicParty,,8,4096,5120,0.832107297,1.031351737
ETSB,sitting,T004,Living,,0,0,1024,1.289219966,1.18362132
ETSB,sitting,T004,Living,,1,512,1536,1.340768228,1.230377266
ETSB,sitting,T004,Living,,2,1024,2048,0.846635941,1.202406393
ETSB,sitting,T004,Living,,3,1536,2560,1.039645715,1.186819694
ETSB,sitting,T004,Living,,4,2048,3072,1.255769859,1.079667873
ETSB,sitting,T004,Living,,5,2560,3584,1.133178732,0.922231694
ETSB,sitting,T004,Living,,6,3072,4096,0.844803232,1.158099809
ETSB,sitting,T004,Living,,7,3584,4608,0.905193198,1.243225754
ETSB,sitting,T004,Living,,8,4096,5120,0.986380473,1.189552012
ETSB,sitting,T005,MusicParty,,0,0,1024,1.182942697,1.305604471
ETSB,sitting,T005,MusicParty,,1,512,1536,1.196302404,1.150133792
ETSB,sitting,T005,MusicParty,,2,1024,2048,1.101402349,1.275049613
ETSB,sitting,T005,MusicParty,,3,1536,2560,1.060109772,1.264634131
ETSB,sitting,T005,MusicParty,,4,2048,3072,1.122371982,1.142333227
ETSB,sitting,T005,MusicParty,,5,2560,3584,1.190895338,1.12635486
ETSB,sitting,T005,MusicParty,,6,3072,4096,1.236616062,1.084797263
ETSB,sitting,T005,MusicParty,,7,3584,4608,1.278301356,1.259724419
ETSB,sitting,T005,MusicParty,,8,4096,5120,1.258386189,1.211996852
ETSB,sitting,T006,Train,,0,0,1024,1.079519439,1.21265198
ETSB,sitting,T006,Train,,1,512,1536,0.853494964,1.2348082
ETSB,sitting,T006,Train,,2,1024,2048,1.227180402,1.287287507
ETSB,sitting,T006,Train,,3,1536,2560,1.276238645,1.20577965
ETSB,sitting,T006,Train,,4,2048,3072,1.151426518,1.171133776
ETSB,sitting,T006,Train,,5,2560,3584,0.934948679,1.127532058
ETSB,sitting,T006,Train,,6,3072,4096,0.9596175,1.135240715
ETSB,sitting,T006,Train,,7,3584,4608,0.873242101,1.099655348
ETSB,sitting,T006,Train,,8,4096,5120,1.008881251,1.025132944
ETSB,sitting,T007,Cafe,,0,0,1024,1.041963981,1.104961105
ETSB,sitting,T007,Cafe,,1,512,1536,0.805604187,1.171971029
ETSB,sitting,T007,Cafe,,2,1024,2048,0.936666683,1.047134185
ETSB,sitting,T007,Cafe,,3,1536,2560,1.060040058,1.114401305
ETSB,sitting,T007,Cafe,,4,2048,3072,0.999978535,1.10336009
ETSB,sitting,T007,Cafe,,5,2560,3584,1.138426076,1.099835828
ETSB,sitting,T007,Cafe,,6,3072,4096,1.155955155,1.166468137
ETSB,sitting,T007,Cafe,,7,3584,4608,1.014299307,1.144884472
ETSB,sitting,T007,Cafe,,8,4096,5120,0.999986552,1.267432654
ETSB,sitting,T008,FoodCourt,,0,0,1024,1.360425125,1.107757679
ETSB,sitting,T008,FoodCourt,,1,512,1536,1.260898597,1.116146348
ETSB,sitting,T008,FoodCourt,,2,1024,2048,1.265051374,1.105327681
ETSB,sitting,T008,FoodCourt,,3,1536,2560,1.303096783,1.101049293
ETSB,sitting,T008,FoodCourt,,4,2048,3072,0.852333598,1.195833464
ETSB,sitting,T008,FoodCourt,,5,2560,3584,0.850605337,1.192128456
ETSB,sitting,T008,FoodCourt,,6,3072,4096,1.00905153,1.198105733
ETSB,sitting,T008,FoodCourt,,7,3584,4608,1.153501283,1.076284842
ETSB,sitting,T008,FoodCourt,,8,4096,5120,1.208824565,1.11251961
ETSB,sitting,T009,Library,,0,0,1024,1.008724806,1.076002394
ETSB,sitting,T009,Library,,1,512,1536,1.051304934,0.943875024
ETSB,sitting,T009,Library,,2,1024,2048,1.231551894,0.827112142
ETSB,sitting,T009,Library,,3,1536,2560,1.135549854,0.865575363
ETSB,sitting,T009,Library,,4,2048,3072,1.093887567,0.849678322
ETSB,sitting,T009,Library,,5,2560,3584,1.192702139,0.986380706
ETSB,sitting,T009,Library,,6,3072,4096,1.371793931,0.986617191
ETSB,sitting,T009,Library,,7,3584,4608,1.272188485,0.95721577
ETSB,sitting,T009,Library,,8,4096,5120,0.736344102,0.946623316
ETSB,standing,T012,Library,,0,0,1024,1.098271585,1.120108726
ETSB,standing,T012,Library,,1,512,1536,1.080539803,0.864228037
ETSB,standing,T012,Library,,2,1024,2048,0.993450273,0.847768554
ETSB,standing,T012,Library,,3,1536,2560,0.988174113,0.823637602
ETSB,standing,T012,Library,,4,2048,3072,0.924982161,0.941932814
ETSB,standing,T012,Library,,5,2560,3584,0.971230164,0.986012409
ETSB,standing,T012,Library,,6,3072,4096,0.976934206,1.112834984
ETSB,standing,T012,Library,,7,3584,4608,1.049701653,1.11767382
ETSB,standing,T012,Library,,8,4096,5120,1.058964943,1.186120998
ETSB,standing,T013,Living,,0,0,1024,0.97059064,0.999834775
ETSB,standing,T013,Living,,1,512,1536,0.978060363,0.917919152
ETSB,standing,T013,Living,,2,1024,2048,0.937458839,0.899090028
ETSB,standing,T013,Living,,3,1536,2560,0.992505219,0.864829934
ETSB,standing,T013,Living,,4,2048,3072,1.001139235,0.927005085
ETSB,standing,T013,Living,,5,2560,3584,1.080904473,1.048455419
ETSB,standing,T013,Living,,6,3072,4096,1.318904226,1.160554014
ETSB,standing,T013,Living,,7,3584,4608,0.869308887,0.930845837
ETSB,standing,T013,Living,,8,4096,5120,0.854111349,1.194394919
ETSB,standing,T014,NoMusicParty,,0,0,1024,1.432931414,1.320201752
ETSB,standing,T014,NoMusicParty,,1,512,1536,0.99237796,1.00549789
ETSB,standing,T014,NoMusicParty,,2,1024,2048,1.028818292,1.164212575
ETSB,standing,T014,NoMusicParty,,3,1536,2560,1.120867024,1.190504286
ETSB,standing,T014,NoMusicParty,,4,2048,3072,1.240137507,1.190280762
ETSB,standing,T014,NoMusicParty,,5,2560,3584,1.25990575,1.203635459
ETSB,standing,T014,NoMusicParty,,6,3072,4096,0.977815138,1.094166539
ETSB,standing,T014,NoMusicParty,,7,3584,4608,0.8692939,0.862383165
ETSB,standing,T014,NoMusicParty,,8,4096,5120,1.019354906,0.968062343
ETSB,standing,T015,Train,,0,0,1024,1.181030267,1.138022044
ETSB,standing,T015,Train,,1,512,1536,1.130147783,1.16077413
ETSB,standing,T015,Train,,2,1024,2048,1.175964542,1.203669059
ETSB,standing,T015,Train,,3,1536,2560,1.147554979,1.140028109
ETSB,standing,T015,Train,,4,2048,3072,1.180117805,1.255459996
ETSB,standing,T015,Train,,5,2560,3584,1.053545147,1.335709228
ETSB,standing,T015,Train,,6,3072,4096,1.228070303,1.13637885
ETSB,standing,T015,Train,,7,3584,4608,0.906002957,1.117667667
ETSB,standing,T015,Train,,8,4096,5120,1.174897839,1.175906836
ETSB,standing,T016,FoodCourt,,0,0,1024,1.326672264,1.394823565
ETSB,standing,T016,FoodCourt,,1,512,1536,1.129307433,1.21742261
ETSB,standing,T016,FoodCourt,,2,1024,2048,1.211543423,1.324534252
ETSB,standing,T016,FoodCourt,,3,1536,2560,1.125797667,1.399547348
ETSB,standing,T016,FoodCourt,,4,2048,3072,1.327545943,1.26575309
ETSB,standing,T016,FoodCourt,,5,2560,3584,1.287721347,1.218381213
ETSB,standing,T016,FoodCourt,,6,3072,4096,1.006739252,1.095280295
ETSB,standing,T016,FoodCourt,,7,3584,4608,1.091796814,0.9079132
ETSB,standing,T016,FoodCourt,,8,4096,5120,0.986497874,1.129081473
ETSB,standing,T017,Cafe,,0,0,1024,1.185198903,1.264134075
ETSB,standing,T017,Cafe,,1,512,1536,1.154396657,1.316204049
ETSB,standing,T017,Cafe,,2,1024,2048,1.149884996,1.205647189
ETSB,standing,T017,Cafe,,3,1536,2560,0.959969891,1.375427447
ETSB,standing,T017,Cafe,,4,2048,3072,0.972560804,1.337088709
ETSB,standing,T017,Cafe,,5,2560,3584,1.052144217,1.23582242
ETSB,standing,T017,Cafe,,6,3072,4096,1.003221837,1.272502015
ETSB,standing,T017,Cafe,,7,3584,4608,0.920614292,1.193734995
ETSB,standing,T017,Cafe,,8,4096,5120,1.090510334,1.154153371
ETSB,standing,T018,MusicParty,,0,0,1024,1.324185411,1.189286519
ETSB,standing,T018,MusicParty,,1,512,1536,0.999283622,1.085081553
ETSB,standing,T018,MusicParty,,2,1024,2048,1.092880287,1.1218435
ETSB,standing,T018,MusicParty,,3,1536,2560,1.193735901,1.033481367
ETSB,standing,T018,MusicParty,,4,2048,3072,1.101281419,0.997092297
ETSB,standing,T018,MusicParty,,5,2560,3584,1.293207758,1.078894638
ETSB,standing,T018,MusicParty,,6,3072,4096,1.287246946,1.212932919
ETSB,standing,T018,MusicParty,,7,3584,4608,1.086772763,1.261643717
ETSB,standing,T018,MusicParty,,8,4096,5120,1.111507951,1.108073453
HBMN,standing,T003,Library,,0,0,1024,1.340220859,1.306176612
HBMN,standing,T003,Library,,1,512,1536,0.984441981,0.803711405
HBMN,standing,T003,Library,,2,1024,2048,1.121566048,0.709797431
HBMN,standing,T003,Library,,3,1536,2560,1.191667272,1.047484882
HBMN,standing,T003,Library,,4,2048,3072,1.131179255,1.159052499
HBMN,standing,T003,Library,,5,2560,3584,0.744379096,0.905368189
HBMN,standing,T003,Library,,6,3072,4096,0.988415592,0.793124965
HBMN,standing,T003,Library,,7,3584,4608,1.02761053,0.754146548
HBMN,standing,T003,Library,,8,4096,5120,0.811880947,0.805605634
HBMN,standing,T004,Train,,0,0,1024,1.448193122,1.43988883
HBMN,standing,T004,Train,,1,512,1536,0.744814803,0.634040137
HBMN,standing,T004,Train,,2,1024,2048,0.90739657,1.211271706
HBMN,standing,T004,Train,,3,1536,2560,0.883576576,1.230052999
HBMN,standing,T004,Train,,4,2048,3072,0.734273863,1.114861719
HBMN,standing,T004,Train,,5,2560,3584,0.869196261,1.106054377
HBMN,standing,T004,Train,,6,3072,4096,0.879999082,1.008778016
HBMN,standing,T004,Train,,7,3584,4608,0.781985122,0.985678311
HBMN,standing,T004,Train,,8,4096,5120,0.811376581,0.788726868
HBMN,standing,T005,FoodCourt,,0,0,1024,1.454055809,1.361836529
HBMN,standing,T005,FoodCourt,,1,512,1536,0.799258786,0.878220989
HBMN,standing,T005,FoodCourt,,2,1024,2048,0.629137798,0.938168935
HBMN,standing,T005,FoodCourt,,3,1536,2560,0.73397155,0.879127704
HBMN,standing,T005,FoodCourt,,4,2048,3072,0.745324396,1.104653693
HBMN,standing,T005,FoodCourt,,5,2560,3584,0.777856592,1.159305727
HBMN,standing,T005,FoodCourt,,6,3072,4096,0.984022563,0.764832275
HBMN,standing,T005,FoodCourt,,7,3584,4608,0.926849212,0.716235841
HBMN,standing,T005,FoodCourt,,8,4096,5120,1.031593006,1.104356021
HBMN,standing,T006,Living,,0,0,1024,1.238873783,1.23917559
HBMN,standing,T006,Living,,1,512,1536,1.212757042,1.022226855
HBMN,standing,T006,Living,,2,1024,2048,0.795448627,1.264548276
HBMN,standing,T006,Living,,3,1536,2560,0.69692644,1.235691881
HBMN,standing,T006,Living,,4,2048,3072,0.769400596,1.071578035
HBMN,standing,T006,Living,,5,2560,3584,0.916998109,0.885789177
HBMN,standing,T006,Living,,6,3072,4096,0.824008885,0.900457621
HBMN,standing,T006,Living,,7,3584,4608,0.942884246,1.077857808
HBMN,standing,T006,Living,,8,4096,5120,1.028613624,1.109189204
HBMN,standing,T007,MusicParty,,0,0,1024,1.433296381,1.334557476
HBMN,standing,T007,MusicParty,,1,512,1536,0.923320145,1.083976494
HBMN,standing,T007,MusicParty,,2,1024,2048,0.91367758,1.146443656
HBMN,standing,T007,MusicParty,,3,1536,2560,0.852612272,1.017887183
HBMN,standing,T007,MusicParty,,4,2048,3072,0.708748215,0.838774747
HBMN,standing,T007,MusicParty,,5,2560,3584,0.778502592,0.867558407
HBMN,standing,T007,MusicParty,,6,3072,4096,0.804072085,0.87081415
HBMN,standing,T007,MusicParty,,7,3584,4608,0.779087117,0.840426131
HBMN,standing,T007,MusicParty,,8,4096,5120,0.944536613,0.946169049
HBMN,standing,T008,Cafe,,0,0,1024,1.051671614,1.105086555
HBMN,standing,T008,Cafe,,1,512,1536,0.74860668,0.864749584
HBMN,standing,T008,Cafe,,2,1024,2048,0.589781613,0.843567677
HBMN,standing,T008,Cafe,,3,1536,2560,0.985652895,0.894626133
HBMN,standing,T008,Cafe,,4,2048,3072,0.993874321,0.907464778
HBMN,standing,T008,Cafe,,5,2560,3584,0.993709828,1.116336231
HBMN,standing,T008,Cafe,,6,3072,4096,0.993687736,1.039751316
HBMN,standing,T008,Cafe,,7,3584,4608,0.971458912,1.248515499
HBMN,standing,T008,Cafe,,8,4096,5120,1.2245967,1.184844253
HBMN,standing,T009,NoMusicParty,,0,0,1024,1.422713771,1.348346101
HBMN,standing,T009,NoMusicParty,,1,512,1536,0.97345457,1.113515122
HBMN,standing,T009,NoMusicParty,,2,1024,2048,0.803281252,1.246208602
HBMN,standing,T009,NoMusicParty,,3,1536,2560,0.843717296,1.183759373
HBMN,standing,T009,NoMusicParty,,4,2048,3072,0.878532086,1.202111841
HBMN,standing,T009,NoMusicParty,,5,2560,3584,1.131343013,0.82088417
HBMN,standing,T009,NoMusicParty,,6,3072,4096,1.092627454,0.901421545
HBMN,standing,T009,NoMusicParty,,7,3584,4608,0.915905256,0.876969456
HBMN,standing,T009,NoMusicParty,,8,4096,5120,1.017065156,1.058876933
HBMN,sitting,T012,FoodCourt,,0,0,1024,0.843703475,1.039699939
HBMN,sitting,T012,FoodCourt,,1,512,1536,0.717407399,1.014220323
HBMN,sitting,T012,FoodCourt,,2,1024,2048,0.908049566,0.912786389
HBMN,sitting,T012,FoodCourt,,3,1536,2560,0.959335188,1.140091347
HBMN,sitting,T012,FoodCourt,,4,2048,3072,0.893013592,1.12941721
HBMN,sitting,T012,FoodCourt,,5,2560,3584,0.798652305,0.814450429
HBMN,sitting,T012,FoodCourt,,6,3072,4096,0.968410023,0.948880046
HBMN,sitting,T012,FoodCourt,,7,3584,4608,0.907131936,1.000182165
HBMN,sitting,T012,FoodCourt,,8,4096,5120,0.882363285,0.909032545
HBMN,sitting,T013,Train,,0,0,1024,0.941180654,0.923257389
HBMN,sitting,T013,Train,,1,512,1536,0.975184463,1.203194073
HBMN,sitting,T013,Train,,2,1024,2048,0.917266387,0.868839204
HBMN,sitting,T013,Train,,3,1536,2560,0.756763652,0.8829106
HBMN,sitting,T013,Train,,4,2048,3072,0.994427155,0.75509173
HBMN,sitting,T013,Train,,5,2560,3584,1.029538666,0.795981819
HBMN,sitting,T013,Train,,6,3072,4096,0.845159449,0.762881511
HBMN,sitting,T013,Train,,7,3584,4608,0.831968403,0.700529263
HBMN,sitting,T013,Train,,8,4096,5120,0.9136009,1.016642927
HBMN,sitting,T014,NoMusicParty,,0,0,1024,0.763390593,0.771847642
HBMN,sitting,T014,NoMusicParty,,1,512,1536,0.694286853,0.813461642
HBMN,sitting,T014,NoMusicParty,,2,1024,2048,0.771475877,0.831128107
HBMN,sitting,T014,NoMusicParty,,3,1536,2560,0.935022147,0.929104161
HBMN,sitting,T014,NoMusicParty,,4,2048,3072,0.848534819,1.00911456
HBMN,sitting,T014,NoMusicParty,,5,2560,3584,0.729165001,0.910802718
HBMN,sitting,T014,NoMusicParty,,6,3072,4096,1.071903123,0.738799489
HBMN,sitting,T014,NoMusicParty,,7,3584,4608,1.128739182,0.925068475
HBMN,sitting,T014,NoMusicParty,,8,4096,5120,0.829932355,1.102470236
HBMN,sitting,T015,MusicParty,,0,0,1024,0.858700963,0.92562274
HBMN,sitting,T015,MusicParty,,1,512,1536,0.86672881,0.873876088
HBMN,sitting,T015,MusicParty,,2,1024,2048,1.170482984,0.853786593
HBMN,sitting,T015,MusicParty,,3,1536,2560,1.161823684,0.797042202
HBMN,sitting,T015,MusicParty,,4,2048,3072,1.012861895,1.05456407
HBMN,sitting,T015,MusicParty,,5,2560,3584,1.092436927,1.164631372
HBMN,sitting,T015,MusicParty,,6,3072,4096,1.090743315,1.094710741
HBMN,sitting,T015,MusicParty,,7,3584,4608,0.950207898,1.046170716
HBMN,sitting,T015,MusicParty,,8,4096,5120,0.721933039,0.895684195
HBMN,sitting,T016,Cafe,,0,0,1024,1.037749708,0.72393329
HBMN,sitting,T016,Cafe,,1,512,1536,0.921592278,0.663462922
HBMN,sitting,T016,Cafe,,2,1024,2048,0.876033064,1.134390122
HBMN,sitting,T016,Cafe,,3,1536,2560,0.782086387,1.109628295
HBMN,sitting,T016,Cafe,,4,2048,3072,0.739476202,1.073839306
HBMN,sitting,T016,Cafe,,5,2560,3584,0.741599073,1.234359013
HBMN,sitting,T016,Cafe,,6,3072,4096,0.895994735,1.072594888
HBMN,sitting,T016,Cafe,,7,3584,4608,1.171876594,0.983627828
HBMN,sitting,T016,Cafe,,8,4096,5120,1.080831528,1.048747042
HBMN,sitting,T017,Living,,0,0,1024,0.70065701,1.106714132
HBMN,sitting,T017,Living,,1,512,1536,1.100798301,0.761358702
HBMN,sitting,T017,Living,,2,1024,2048,1.089833608,0.933139674
HBMN,sitting,T017,Living,,3,1536,2560,0.747586529,0.864509377
HBMN,sitting,T017,Living,,4,2048,3072,1.252177029,0.919827703
HBMN,sitting,T017,Living,,5,2560,3584,1.206759887,0.874231793
HBMN,sitting,T017,Living,,6,3072,4096,0.882244563,0.776938976
HBMN,sitting,T017,Living,,7,3584,4608,1.091874114,0.802890927
HBMN,sitting,T017,Living,,8,4096,5120,1.074318835,0.72276262
HBMN,sitting,T018,Library,,0,0,1024,0.761953488,0.844108741
HBMN,sitting,T018,Library,,1,512,1536,0.772719719,0.943854958
HBMN,sitting,T018,Library,,2,1024,2048,0.835851236,0.874941619
HBMN,sitting,T018,Library,,3,1536,2560,0.851408892,0.689314621
HBMN,sitting,T018,Library,,4,2048,3072,0.940857057,0.671495755
HBMN,sitting,T018,Library,,5,2560,3584,0.783286628,0.882383478
HBMN,sitting,T018,Library,,6,3072,4096,0.692590313,1.067657175
HBMN,sitting,T018,Library,,7,3584,4608,0.803387524,1.136068711
HBMN,sitting,T018,Library,,8,4096,5120,0.918488369,1.018442974
JBEA,sitting,T003,Library,,0,0,1024,1.208987405,1.217091724
JBEA,sitting,T003,Library,,1,512,1536,1.100428274,0.872402681
JBEA,sitting,T003,Library,,2,1024,2048,1.070207778,0.945906526
JBEA,sitting,T003,Library,,3,1536,2560,0.982460336,1.271725967
JBEA,sitting,T003,Library,,4,2048,3072,0.856094706,1.226027442
JBEA,sitting,T003,Library,,5,2560,3584,1.047022132,1.096692505
JBEA,sitting,T003,Library,,6,3072,4096,1.135345083,1.089237075
JBEA,sitting,T003,Library,,7,3584,4608,1.127877481,0.912540338
JBEA,sitting,T003,Library,,8,4096,5120,1.019637352,0.8809295
JBEA,sitting,T004,MusicParty,,0,0,1024,1.379789001,1.392424038
JBEA,sitting,T004,MusicParty,,1,512,1536,1.191813358,1.416299198
JBEA,sitting,T004,MusicParty,,2,1024,2048,1.096109129,1.302194609
JBEA,sitting,T004,MusicParty,,3,1536,2560,1.143861069,1.23050151
JBEA,sitting,T004,MusicParty,,4,2048,3072,1.206583934,1.310167504
JBEA,sitting,T004,MusicParty,,5,2560,3584,1.200808432,1.375792884
JBEA,sitting,T004,MusicParty,,6,3072,4096,1.111526579,1.130518829
JBEA,sitting,T004,MusicParty,,7,3584,4608,1.279254763,1.212171884
JBEA,sitting,T004,MusicParty,,8,4096,5120,1.351731754,1.260848972
JBEA,sitting,T005,Living,,0,0,1024,0.920721423,1.181963085
JBEA,sitting,T005,Living,,1,512,1536,0.794011893,1.094148205
JBEA,sitting,T005,Living,,2,1024,2048,0.914991381,0.982677762
JBEA,sitting,T005,Living,,3,1536,2560,0.900310067,1.250816571
JBEA,sitting,T005,Living,,4,2048,3072,0.782708587,1.348355723
JBEA,sitting,T005,Living,,5,2560,3584,0.731917124,1.046970493
JBEA,sitting,T005,Living,,6,3072,4096,0.653150032,0.916277368
JBEA,sitting,T005,Living,,7,3584,4608,0.743254653,0.949468141
JBEA,sitting,T005,Living,,8,4096,5120,0.76479626,1.054211776
JBEA,sitting,T006,NoMusicParty,,0,0,1024,1.438602409,1.468694434
JBEA,sitting,T006,NoMusicParty,,1,512,1536,1.203320091,1.399114296
JBEA,sitting,T006,NoMusicParty,,2,1024,2048,0.774531979,1.189023935
JBEA,sitting,T006,NoMusicParty,,3,1536,2560,0.953451347,1.284202335
JBEA,sitting,T006,NoMusicParty,,4,2048,3072,0.993652382,1.352372016
JBEA,sitting,T006,NoMusicParty,,5,2560,3584,1.246603552,1.352874323
JBEA,sitting,T006,NoMusicParty,,6,3072,4096,1.446657588,1.343250353
JBEA,sitting,T006,NoMusicParty,,7,3584,4608,1.109646218,1.244869281
JBEA,sitting,T006,NoMusicParty,,8,4096,5120,1.206080776,1.276660251
JBEA,sitting,T007,FoodCourt,,0,0,1024,1.405097241,1.434677617
JBEA,sitting,T007,FoodCourt,,1,512,1536,0.919471639,1.258699724
JBEA,sitting,T007,FoodCourt,,2,1024,2048,0.977780152,0.876232417
JBEA,sitting,T007,FoodCourt,,3,1536,2560,0.903693476,1.031833013
JBEA,sitting,T007,FoodCourt,,4,2048,3072,1.187865138,1.301863567
JBEA,sitting,T007,FoodCourt,,5,2560,3584,1.158159344,1.066922257
JBEA,sitting,T007,FoodCourt,,6,3072,4096,0.85954171,1.176325465
JBEA,sitting,T007,FoodCourt,,7,3584,4608,1.303679846,1.309531135
JBEA,sitting,T007,FoodCourt,,8,4096,5120,1.272709422,0.869815143
JBEA,sitting,T008,Train,,0,0,1024,0.848244362,1.111535116
JBEA,sitting,T008,Train,,1,512,1536,0.899423842,1.118410598
JBEA,sitting,T008,Train,,2,1024,2048,0.83413386,0.96108568
JBEA,sitting,T008,Train,,3,1536,2560,0.895868022,1.269674966
JBEA,sitting,T008,Train,,4,2048,3072,1.040104519,1.327999676
JBEA,sitting,T008,Train,,5,2560,3584,1.01287501,0.9169042
JBEA,sitting,T008,Train,,6,3072,4096,0.843060216,0.887989472
JBEA,sitting,T008,Train,,7,3584,4608,0.919725611,0.853803316
JBEA,sitting,T008,Train,,8,4096,5120,0.842132881,1.046705217
JBEA,sitting,T009,Cafe,,0,0,1024,1.22710708,0.898137605
JBEA,sitting,T009,Cafe,,1,512,1536,1.193407801,0.882654435
JBEA,sitting,T009,Cafe,,2,1024,2048,0.848152969,0.977019319
JBEA,sitting,T009,Cafe,,3,1536,2560,1.029958271,1.077729516
JBEA,sitting,T009,Cafe,,4,2048,3072,0.957757904,0.915687937
JBEA,sitting,T009,Cafe,,5,2560,3584,0.926350149,0.900888555
JBEA,sitting,T009,Cafe,,6,3072,4096,0.932702025,0.879931111
JBEA,sitting,T009,Cafe,,7,3584,4608,1.023089916,1.297997038
JBEA,sitting,T009,Cafe,,8,4096,5120,0.950364738,1.286794627
JBEA,standing,T012,NoMusicParty,,0,0,1024,1.33046702,1.391673541
JBEA,standing,T012,NoMusicParty,,1,512,1536,0.916598724,1.26654011
JBEA,standing,T012,NoMusicParty,,2,1024,2048,0.97763244,1.331177118
JBEA,standing,T012,NoMusicParty,,3,1536,2560,0.997547731,1.209108223
JBEA,standing,T012,NoMusicParty,,4,2048,3072,1.068999977,1.268760208
JBEA,standing,T012,NoMusicParty,,5,2560,3584,1.050439541,1.266403442
JBEA,standing,T012,NoMusicParty,,6,3072,4096,0.903733768,1.322502925
JBEA,standing,T012,NoMusicParty,,7,3584,4608,0.853445156,1.267149369
JBEA,standing,T012,NoMusicParty,,8,4096,5120,0.91219948,1.293578662
JBEA,standing,T013,Cafe,,0,0,1024,0.890712878,0.837934181
JBEA,standing,T013,Cafe,,1,512,1536,0.844305795,1.041309502
JBEA,standing,T013,Cafe,,2,1024,2048,0.835515464,1.038259072
JBEA,standing,T013,Cafe,,3,1536,2560,0.947182237,1.044288027
JBEA,standing,T013,Cafe,,4,2048,3072,1.003227036,1.102507051
JBEA,standing,T013,Cafe,,5,2560,3584,0.907173107,1.114911025
JBEA,standing,T013,Cafe,,6,3072,4096,0.934423964,1.217184228
JBEA,standing,T013,Cafe,,7,3584,4608,0.88841602,1.071169122
JBEA,standing,T013,Cafe,,8,4096,5120,0.810333953,0.91806112
JBEA,standing,T014,Train,,0,0,1024,1.030184756,1.355192463
JBEA,standing,T014,Train,,1,512,1536,0.90907923,1.257095876
JBEA,standing,T014,Train,,2,1024,2048,0.859905376,1.173590996
JBEA,standing,T014,Train,,3,1536,2560,0.843407275,1.147227369
JBEA,standing,T014,Train,,4,2048,3072,0.86823478,1.150797174
JBEA,standing,T014,Train,,5,2560,3584,0.868019744,1.255510452
JBEA,standing,T014,Train,,6,3072,4096,0.918577159,1.217456067
JBEA,standing,T014,Train,,7,3584,4608,0.94564243,1.08615249
JBEA,standing,T014,Train,,8,4096,5120,0.838272476,0.966248845
JBEA,standing,T015,Living,,0,0,1024,0.943513081,1.046323249
JBEA,standing,T015,Living,,1,512,1536,1.110126029,0.967818748
JBEA,standing,T015,Living,,2,1024,2048,1.08518151,0.905280174
JBEA,standing,T015,Living,,3,1536,2560,1.165322107,1.113766791
JBEA,standing,T015,Living,,4,2048,3072,1.13805065,1.076552569
JBEA,standing,T015,Living,,5,2560,3584,1.049271903,0.949211737
JBEA,standing,T015,Living,,6,3072,4096,0.968107165,0.86764896
JBEA,standing,T015,Living,,7,3584,4608,0.768403092,0.814952539
JBEA,standing,T015,Living,,8,4096,5120,0.92643239,0.936485995
JBEA,standing,T016,FoodCourt,,0,0,1024,1.263389966,1.214203892
JBEA,standing,T016,FoodCourt,,1,512,1536,1.013689124,1.260803071
JBEA,standing,T016,FoodCourt,,2,1024,2048,1.014438428,1.182007814
JBEA,standing,T016,FoodCourt,,3,1536,2560,0.934185859,1.182701334
JBEA,standing,T016,FoodCourt,,4,2048,3072,0.886695233,1.237390337
JBEA,standing,T016,FoodCourt,,5,2560,3584,0.889615979,1.316631855
JBEA,standing,T016,FoodCourt,,6,3072,4096,0.833583051,1.097938065
JBEA,standing,T016,FoodCourt,,7,3584,4608,0.845763811,1.279479432
