pair,cond,trial,env,env_code,num_windows,window_start,window_end,headVectP1,headVectP2
ASLH,sitting,T018,Train,,2,1024,2048,0.940749673,1.046521621
ASLH,sitting,T018,Train,,3,1536,2560,0.985786684,1.072129802
ASLH,sitting,T018,Train,,4,2048,3072,0.945132669,1.229808162
ASLH,sitting,T018,Train,,5,2560,3584,0.88533276,1.306289838
ASLH,sitting,T018,Train,,6,3072,4096,1.014020099,1.341305604
ASLH,sitting,T018,Train,,7,3584,4608,1.170791496,1.413233746
ASLH,sitting,T018,Train,,8,4096,5120,1.191596724,1.300169039
AZJB,sitting,T003,Train,,0,0,1024,1.134167984,1.187039727
AZJB,sitting,T003,Train,,1,512,1536,1.276320271,0.928372577
AZJB,sitting,T003,Train,,2,1024,2048,1.228200602,1.044618308
AZJB,sitting,T003,Train,,3,1536,2560,1.194800057,0.811121119
AZJB,sitting,T003,Train,,4,2048,3072,1.086866671,0.816821592
AZJB,sitting,T003,Train,,5,2560,3584,1.098296079,0.896380488
AZJB,sitting,T003,Train,,6,3072,4096,1.112867805,1.065903466
AZJB,sitting,T003,Train,,7,3584,4608,1.217341599,0.986893663
AZJB,sitting,T003,Train,,8,4096,5120,1.178475964,0.899296717
AZJB,sitting,T004,Library,,0,0,1024,1.36634735,0.953432985
AZJB,sitting,T004,Library,,1,512,1536,1.340049131,0.865918908
AZJB,sitting,T004,Library,,2,1024,2048,1.185656065,0.869607473
AZJB,sitting,T004,Library,,3,1536,2560,0.748331815,0.833319185
AZJB,sitting,T004,Library,,4,2048,3072,0.786597391,0.847091099
AZJB,sitting,T004,Library,,5,2560,3584,1.24381854,0.875409245
AZJB,sitting,T004,Library,,6,3072,4096,1.222070124,0.725827027
AZJB,sitting,T004,Library,,7,3584,4608,1.20287828,0.904323013
AZJB,sitting,T004,Library,,8,4096,5120,1.314506065,1.137311527
AZJB,sitting,T005,NoMusicParty,,0,0,1024,1.177719811,0.95587803
AZJB,sitting,T005,NoMusicParty,,1,512,1536,1.211885918,0.921212331
AZJB,sitting,T005,NoMusicParty,,2,1024,2048,1.289619129,1.147940833
AZJB,sitting,T005,NoMusicParty,,3,1536,2560,1.417343566,1.271352597
AZJB,sitting,T005,NoMusicParty,,4,2048,3072,1.137134253,1.330097765
AZJB,sitting,T005,NoMusicParty,,5,2560,3584,0.964669971,0.851774296
AZJB,sitting,T005,NoMusicParty,,6,3072,4096,1.22031582,0.824143582
AZJB,sitting,T005,NoMusicParty,,7,3584,4608,1.302749704,0.911237445
AZJB,sitting,T005,NoMusicParty,,8,4096,5120,1.234520728,0.828373621
AZJB,sitting,T006,Living,,0,0,1024,1.174282927,0.802007415
AZJB,sitting,T006,Living,,1,512,1536,1.296225139,0.899039226
AZJB,sitting,T006,Living,,2,1024,2048,1.094336684,0.839148916
AZJB,sitting,T006,Living,,3,1536,2560,1.117404856,0.902582842
AZJB,sitting,T006,Living,,4,2048,3072,1.161771088,1.192598029
AZJB,sitting,T006,Living,,5,2560,3584,1.348755496,1.240622269
AZJB,sitting,T006,Living,,6,3072,4096,1.444292188,1.231100939
AZJB,sitting,T006,Living,,7,3584,4608,1.109431556,0.904231105
AZJB,sitting,T006,Living,,8,4096,5120,1.14529788,1.139610144
AZJB,sitting,T007,MusicParty,,0,0,1024,1.137002661,1.034041499
AZJB,sitting,T007,MusicParty,,1,512,1536,0.905673474,0.908487171
AZJB,sitting,T007,MusicParty,,2,1024,2048,0.995334799,1.123551191
AZJB,sitting,T007,MusicParty,,3,1536,2560,1.271049842,1.127067101
AZJB,sitting,T007,MusicParty,,4,2048,3072,1.257413107,1.031286738
AZJB,sitting,T007,MusicParty,,5,2560,3584,1.110205609,1.004971795
AZJB,sitting,T007,MusicParty,,6,3072,4096,1.079458516,1.08681566
AZJB,sitting,T007,MusicParty,,7,3584,4608,1.209057062,0.981847555
AZJB,sitting,T007,MusicParty,,8,4096,5120,1.38187179,1.013274904
AZJB,sitting,T008,Cafe,,0,0,1024,1.2894972,0.83000466
AZJB,sitting,T008,Cafe,,1,512,1536,1.158200285,0.939834179
AZJB,sitting,T008,Cafe,,2,1024,2048,1.111275088,0.97587978
AZJB,sitting,T008,Cafe,,3,1536,2560,1.167905145,0.781647216
AZJB,sitting,T008,Cafe,,4,2048,3072,1.132689104,0.773294594
AZJB,sitting,T008,Cafe,,5,2560,3584,1.135148585,0.888492133
AZJB,sitting,T008,Cafe,,6,3072,4096,1.231507713,0.803829515
AZJB,sitting,T008,Cafe,,7,3584,4608,1.290990986,0.922502525
AZJB,sitting,T008,Cafe,,8,4096,5120,1.180095357,1.032891153
AZJB,sitting,T009,FoodCourt,,0,0,1024,1.075480173,0.868104859
AZJB,sitting,T009,FoodCourt,,1,512,1536,1.249795966,1.018691062
AZJB,sitting,T009,FoodCourt,,2,1024,2048,1.245166782,0.861478244
AZJB,sitting,T009,FoodCourt,,3,1536,2560,1.268336681,0.753171085
AZJB,sitting,T009,FoodCourt,,4,2048,3072,1.172245166,1.000409224
AZJB,sitting,T009,FoodCourt,,5,2560,3584,0.918717216,1.115764277
AZJB,sitting,T009,FoodCourt,,6,3072,4096,1.094700973,0.825563397
AZJB,sitting,T009,FoodCourt,,7,3584,4608,1.287214924,0.74617574
AZJB,sitting,T009,FoodCourt,,8,4096,5120,1.285033973,1.079728692
AZJB,standing,T012,Cafe,,0,0,1024,1.109144248,1.133883291
AZJB,standing,T012,Cafe,,1,512,1536,1.131080501,1.093378823
AZJB,standing,T012,Cafe,,2,1024,2048,1.109625697,1.06808144
AZJB,standing,T012,Cafe,,3,1536,2560,1.156550178,1.161415315
AZJB,standing,T012,Cafe,,4,2048,3072,1.268109564,1.204044474
AZJB,standing,T012,Cafe,,5,2560,3584,1.274885988,1.251143261
AZJB,standing,T012,Cafe,,6,3072,4096,1.345204124,1.213225857
AZJB,standing,T012,Cafe,,7,3584,4608,1.365941793,1.152856627
AZJB,standing,T012,Cafe,,8,4096,5120,1.325133448,1.296090514
AZJB,standing,T013,MusicParty,,0,0,1024,1.18392949,1.215107418
AZJB,standing,T013,MusicParty,,1,512,1536,1.341886754,1.066666851
AZJB,standing,T013,MusicParty,,2,1024,2048,1.095503549,1.192485299
AZJB,standing,T013,MusicParty,,3,1536,2560,1.207507522,1.337286283
AZJB,standing,T013,MusicParty,,4,2048,3072,1.012748495,1.285580706
AZJB,standing,T013,MusicParty,,5,2560,3584,1.043400655,1.415129059
AZJB,standing,T013,MusicParty,,6,3072,4096,1.151342282,1.31664023
AZJB,standing,T013,MusicParty,,7,3584,4608,1.103954029,1.261222069
AZJB,standing,T013,MusicParty,,8,4096,5120,1.058547013,1.228105911
AZJB,standing,T014,Train,,0,0,1024,1.100989796,1.241173527
AZJB,standing,T014,Train,,1,512,1536,1.100230575,0.822930494
AZJB,standing,T014,Train,,2,1024,2048,1.048166669,0.962502903
AZJB,standing,T014,Train,,3,1536,2560,1.049766885,1.096297533
AZJB,standing,T014,Train,,4,2048,3072,1.03031619,1.258077579
AZJB,standing,T014,Train,,5,2560,3584,1.144459046,1.317351853
AZJB,standing,T014,Train,,6,3072,4096,1.230923229,1.252151733
AZJB,standing,T014,Train,,7,3584,4608,1.262173865,1.304870407
AZJB,standing,T014,Train,,8,4096,5120,1.113742813,1.344163616
AZJB,standing,T015,FoodCourt,,0,0,1024,1.219121772,1.421469891
AZJB,standing,T015,FoodCourt,,1,512,1536,1.109119242,1.108583822
AZJB,standing,T015,FoodCourt,,2,1024,2048,1.155264714,0.983248432
AZJB,standing,T015,FoodCourt,,3,1536,2560,1.292728973,1.253616058
AZJB,standing,T015,FoodCourt,,4,2048,3072,1.146871925,0.969968954
AZJB,standing,T015,FoodCourt,,5,2560,3584,0.996006503,0.932769622
AZJB,standing,T015,FoodCourt,,6,3072,4096,1.156680264,0.841568753
AZJB,standing,T015,FoodCourt,,7,3584,4608,1.044534166,0.942799642
AZJB,standing,T015,FoodCourt,,8,4096,5120,1.148569787,1.189931703
AZJB,standing,T016,Library,,0,0,1024,1.007773143,0.839065285
AZJB,standing,T016,Library,,1,512,1536,1.120614332,0.975116784
AZJB,standing,T016,Library,,2,1024,2048,0.771883208,0.928947294
AZJB,standing,T016,Library,,3,1536,2560,0.806419125,1.258193588
AZJB,standing,T016,Library,,4,2048,3072,0.83733174,1.313887981
AZJB,standing,T016,Library,,5,2560,3584,0.826004778,1.222903061
AZJB,standing,T016,Library,,6,3072,4096,1.18755874,1.289160941
AZJB,standing,T016,Library,,7,3584,4608,1.232577655,1.304426936
AZJB,standing,T016,Library,,8,4096,5120,0.930315532,1.045612581
AZJB,standing,T017,Living,,0,0,1024,1.069262279,1.13188802
AZJB,standing,T017,Living,,1,512,1536,0.98203212,1.079834525
AZJB,standing,T017,Living,,2,1024,2048,1.005304786,1.110499947
AZJB,standing,T017,Living,,3,1536,2560,0.98788182,1.088812066
AZJB,standing,T017,Living,,4,2048,3072,0.838125363,1.009897211
AZJB,standing,T017,Living,,5,2560,3584,0.797995901,0.797117967
AZJB,standing,T017,Living,,6,3072,4096,0.968959752,0.799267154
AZJB,standing,T017,Living,,7,3584,4608,0.88557817,0.871474015
AZJB,standing,T017,Living,,8,4096,5120,1.041383947,1.025022938
AZJB,standing,T018,NoMusicParty,,0,0,1024,1.353074327,1.325778075
AZJB,standing,T018,NoMusicParty,,1,512,1536,1.059265305,1.130955804
AZJB,standing,T018,NoMusicParty,,2,1024,2048,0.985179364,1.157767983
AZJB,standing,T018,NoMusicParty,,3,1536,2560,1.145628905,1.008393789
AZJB,standing,T018,NoMusicParty,,4,2048,3072,1.226737677,0.938112406
AZJB,standing,T018,NoMusicParty,,5,2560,3584,1.156359513,0.875118868
AZJB,standing,T018,NoMusicParty,,6,3072,4096,1.147974492,0.898288502
AZJB,standing,T018,NoMusicParty,,7,3584,4608,1.19996021,0.908425809
AZJB,standing,T018,NoMusicParty,,8,4096,5120,1.094011826,1.030164154
CFJS,standing,T003,Living,,0,0,1024,1.130894136,1.095216356
CFJS,standing,T003,Living,,1,512,1536,1.055271851,1.20231275
CFJS,standing,T003,Living,,2,1024,2048,1.067414378,1.21867308
CFJS,standing,T003,Living,,3,1536,2560,1.075653702,1.107912477
CFJS,standing,T003,Living,,4,2048,3072,0.892035365,1.165269573
CFJS,standing,T003,Living,,5,2560,3584,0.972251942,1.192018832
CFJS,standing,T003,Living,,6,3072,4096,0.978408504,0.948885026
CFJS,standing,T003,Living,,7,3584,4608,1.026683018,0.930007951
CFJS,standing,T003,Living,,8,4096,5120,1.034097729,0.905446697
CFJS,standing,T004,MusicParty,,0,0,1024,1.263456954,1.366650827
CFJS,standing,T004,MusicParty,,1,512,1536,1.084855577,1.123871364
CFJS,standing,T004,MusicParty,,2,1024,2048,1.085971463,0.998018314
CFJS,standing,T004,MusicParty,,3,1536,2560,0.985701872,0.948729869
CFJS,standing,T004,MusicParty,,4,2048,3072,1.057604694,0.923628702
CFJS,standing,T004,MusicParty,,5,2560,3584,1.043190929,1.045329931
CFJS,standing,T004,MusicParty,,6,3072,4096,1.207409575,1.108646197
CFJS,standing,T004,MusicParty,,7,3584,4608,1.285345134,1.119878997
CFJS,standing,T004,MusicParty,,8,4096,5120,1.22712409,1.002746244
CFJS,standing,T005,FoodCourt,,0,0,1024,0.921729897,1.335655364
CFJS,standing,T005,FoodCourt,,1,512,1536,1.045777827,1.278111536
CFJS,standing,T005,FoodCourt,,2,1024,2048,1.141188233,1.285165694
CFJS,standing,T005,FoodCourt,,3,1536,2560,1.207335759,1.280027044
CFJS,standing,T005,FoodCourt,,4,2048,3072,1.268969178,1.227676716
CFJS,standing,T005,FoodCourt,,5,2560,3584,1.331980235,1.241512015
CFJS,standing,T005,FoodCourt,,6,3072,4096,1.217459106,1.2069025
CFJS,standing,T005,FoodCourt,,7,3584,4608,1.035553297,1.09361771
CFJS,standing,T005,FoodCourt,,8,4096,5120,1.231356279,1.072650223
CFJS,standing,T006,Train,,0,0,1024,0.988367354,1.259909269
CFJS,standing,T006,Train,,1,512,1536,1.184855963,1.236022326
CFJS,standing,T006,Train,,2,1024,2048,1.085993413,1.13729702
CFJS,standing,T006,Train,,3,1536,2560,0.941044108,1.205888396
CFJS,standing,T006,Train,,4,2048,3072,1.043911624,1.146042873
CFJS,standing,T006,Train,,5,2560,3584,1.018320596,0.982214979
CFJS,standing,T006,Train,,6,3072,4096,1.161013968,1.119197263
CFJS,standing,T006,Train,,7,3584,4608,1.072775254,1.165511486
CFJS,standing,T006,Train,,8,4096,5120,0.875230744,1.218255559
CFJS,standing,T007,Cafe,,0,0,1024,1.01000676,0.985375587
CFJS,standing,T007,Cafe,,1,512,1536,1.163135924,0.979213541
CFJS,standing,T007,Cafe,,2,1024,2048,1.383501322,1.095749098
CFJS,standing,T007,Cafe,,3,1536,2560,1.353567406,1.028859908
CFJS,standing,T007,Cafe,,4,2048,3072,1.116079894,1.104242428
CFJS,standing,T007,Cafe,,5,2560,3584,1.029093667,1.166387197
CFJS,standing,T007,Cafe,,6,3072,4096,1.13011741,1.241933908
CFJS,standing,T007,Cafe,,7,3584,4608,1.175587388,1.234694097
CFJS,standing,T007,Cafe,,8,4096,5120,1.036874435,1.296166897
CFJS,standing,T008,NoMusicParty,,0,0,1024,1.301244915,1.158567542
CFJS,standing,T008,NoMusicParty,,1,512,1536,1.352765381,1.117536504
CFJS,standing,T008,NoMusicParty,,2,1024,2048,1.19305946,0.890567967
CFJS,standing,T008,NoMusicParty,,3,1536,2560,1.298352176,0.904253367
CFJS,standing,T008,NoMusicParty,,4,2048,3072,1.251968902,1.029119761
CFJS,standing,T008,NoMusicParty,,5,2560,3584,1.256809206,1.088354735
CFJS,standing,T008,NoMusicParty,,6,3072,4096,1.300649996,1.015713795
CFJS,standing,T008,NoMusicParty,,7,3584,4608,1.270950408,0.867029058
CFJS,standing,T008,NoMusicParty,,8,4096,5120,1.229874288,0.956544191
CFJS,standing,T009,Library,,0,0,1024,0.924427506,0.772533375
CFJS,standing,T009,Library,,1,512,1536,0.917641542,0.8998592
CFJS,standing,T009,Library,,2,1024,2048,0.943383713,0.949840961
CFJS,standing,T009,Library,,3,1536,2560,0.7979704,0.852516474
CFJS,standing,T009,Library,,4,2048,3072,0.766837836,0.945443853
CFJS,standing,T009,Library,,5,2560,3584,0.882415324,0.897986584
CFJS,standing,T009,Library,,6,3072,4096,0.896485744,0.900892787
CFJS,standing,T009,Library,,7,3584,4608,0.942333006,1.0340895
CFJS,standing,T009,Library,,8,4096,5120,0.877578869,1.059876436
CFJS,sitting,T012,MusicParty,,0,0,1024,1.072049527,1.236680332
CFJS,sitting,T012,MusicParty,,1,512,1536,1.091448721,1.012648302
CFJS,sitting,T012,MusicParty,,2,1024,2048,1.179086584,1.096681158
CFJS,sitting,T012,MusicParty,,3,1536,2560,1.301494399,1.008722901
CFJS,sitting,T012,MusicParty,,4,2048,3072,1.252613233,0.924078685
CFJS,sitting,T012,MusicParty,,5,2560,3584,1.066878461,0.831651465
CFJS,sitting,T012,MusicParty,,6,3072,4096,1.142472305,0.928561839
CFJS,sitting,T012,MusicParty,,7,3584,4608,1.116202881,0.96925553
CFJS,sitting,T012,MusicParty,,8,4096,5120,1.269831219,1.095027975
CFJS,sitting,T013,Cafe,,0,0,1024,1.089072944,1.112805539
CFJS,sitting,T013,Cafe,,1,512,1536,0.934106463,1.132452684
CFJS,sitting,T013,Cafe,,2,1024,2048,1.038319621,1.146071482
CFJS,sitting,T013,Cafe,,3,1536,2560,1.05100721,0.975134602
CFJS,sitting,T013,Cafe,,4,2048,3072,0.993196533,0.744057695
CFJS,sitting,T013,Cafe,,5,2560,3584,1.108493027,0.850490605
CFJS,sitting,T013,Cafe,,6,3072,4096,1.135531966,0.847547034
CFJS,sitting,T013,Cafe,,7,3584,4608,1.068838334,0.849698569
CFJS,sitting,T013,Cafe,,8,4096,5120,0.961617599,0.947771243
CFJS,sitting,T014,Train,,0,0,1024,1.180517034,1.047339166
CFJS,sitting,T014,Train,,1,512,1536,1.22158897,1.115168062
CFJS,sitting,T014,Train,,2,1024,2048,1.236095551,1.120208654
CFJS,sitting,T014,Train,,3,1536,2560,1.350195245,1.000891769
CFJS,sitting,T014,Train,,4,2048,3072,1.374581316,0.970715593
CFJS,sitting,T014,Train,,5,2560,3584,1.132067497,1.058021282
CFJS,sitting,T014,Train,,6,3072,4096,1.074452363,0.939401665
CFJS,sitting,T014,Train,,7,3584,4608,1.181307221,0.812583693
CFJS,sitting,T014,Train,,8,4096,5120,0.944444333,0.779303795
CFJS,sitting,T015,Living,,0,0,1024,1.186533144,0.975636511
CFJS,sitting,T015,Living,,1,512,1536,1.115534122,0.993798685
CFJS,sitting,T015,Living,,2,1024,2048,1.174783489,1.099554864
CFJS,sitting,T015,Living,,3,1536,2560,1.094281548,1.176108381
CFJS,sitting,T015,Living,,4,2048,3072,0.945022868,0.988245167
CFJS,sitting,T015,Living,,5,2560,3584,1.088187047,1.004617953
CFJS,sitting,T015,Living,,6,3072,4096,1.208659757,1.047785531
CFJS,sitting,T015,Living,,7,3584,4608,1.184453853,0.95698869
CFJS,sitting,T015,Living,,8,4096,5120,1.094065689,1.02564134
CFJS,sitting,T016,Library,,0,0,1024,1.176867823,1.132705818
CFJS,sitting,T016,Library,,1,512,1536,1.146799226,1.008397201
CFJS,sitting,T016,Library,,2,1024,2048,0.870368181,0.998557971
CFJS,sitting,T016,Library,,3,1536,2560,1.11868779,0.996825947
CFJS,sitting,T016,Library,,4,2048,3072,1.216729391,1.06656089
CFJS,sitting,T016,Library,,5,2560,3584,1.204064163,1.072491387
CFJS,sitting,T016,Library,,6,3072,4096,1.265199731,1.150538762
CFJS,sitting,T016,Library,,7,3584,4608,1.212520193,1.045387968
CFJS,sitting,T016,Library,,8,4096,5120,1.231166396,1.15973447
CFJS,sitting,T017,NoMusicParty,,0,0,1024,1.284410383,0.891059153
CFJS,sitting,T017,NoMusicParty,,1,512,1536,1.327937692,1.09453178
CFJS,sitting,T017,NoMusicParty,,2,1024,2048,1.296697203,1.335889784
CFJS,sitting,T017,NoMusicParty,,3,1536,2560,1.089951128,0.96297062
CFJS,sitting,T017,NoMusicParty,,4,2048,3072,1.269988623,0.923056425
CFJS,sitting,T017,NoMusicParty,,5,2560,3584,1.159892607,0.908481384
CFJS,sitting,T017,NoMusicParty,,6,3072,4096,1.268620535,0.854693843
CFJS,sitting,T017,NoMusicParty,,7,3584,4608,1.197236119,1.028230092
CFJS,sitting,T017,NoMusicParty,,8,4096,5120,1.148198633,0.98243125
CFJS,sitting,T018,FoodCourt,,0,0,1024,1.348823862,1.434248125
CFJS,sitting,T018,FoodCourt,,1,512,1536,1.340863911,1.366408988
CFJS,sitting,T018,FoodCourt,,2,1024,2048,1.346816521,0.92555652
CFJS,sitting,T018,FoodCourt,,3,1536,2560,1.265699411,1.106463022
CFJS,sitting,T018,FoodCourt,,4,2048,3072,1.060441029,1.160730064
CFJS,sitting,T018,FoodCourt,,5,2560,3584,1.126484192,1.165970178
CFJS,sitting,T018,FoodCourt,,6,3072,4096,1.260314953,1.151211982
CFJS,sitting,T018,FoodCourt,,7,3584,4608,1.277115888,1.053800123
CFJS,sitting,T018,FoodCourt,,8,4096,5120,1.242785725,1.054703498
EKMH1,sitting,T003,MusicParty,,0,0,1024,1.05365821,0.85804348
EKMH1,sitting,T003,MusicParty,,1,512,1536,0.9966716,0.780356776
EKMH1,sitting,T003,MusicParty,,2,1024,2048,1.009638382,0.886061039
EKMH1,sitting,T003,MusicParty,,3,1536,2560,1.086134398,0.903735871
EKMH1,sitting,T003,MusicParty,,4,2048,3072,1.114073949,0.926489349
EKMH1,sitting,T003,MusicParty,,5,2560,3584,1.152043733,1.061724905
EKMH1,sitting,T003,MusicParty,,6,3072,4096,1.154200917,1.200094589
EKMH1,sitting,T003,MusicParty,,7,3584,4608,1.144016001,1.05629941
EKMH1,sitting,T003,MusicParty,,8,4096,5120,1.17976879,1.021789318
EKMH1,sitting,T004,NoMusicParty,,0,0,1024,1.093256993,0.874805304
EKMH1,sitting,T004,NoMusicParty,,1,512,1536,1.036996633,0.877936439
EKMH1,sitting,T004,NoMusicParty,,2,1024,2048,0.943078159,0.918892106
EKMH1,sitting,T004,NoMusicParty,,3,1536,2560,1.021740082,0.888038177
EKMH1,sitting,T004,NoMusicParty,,4,2048,3072,1.052972965,0.967484627
EKMH1,sitting,T004,NoMusicParty,,5,2560,3584,0.955333077,1.008980837
EKMH1,sitting,T004,NoMusicParty,,6,3072,4096,1.126050635,1.050253713
EKMH1,sitting,T004,NoMusicParty,,7,3584,4608,1.088894437,0.983741815
EKMH1,sitting,T004,NoMusicParty,,8,4096,5120,0.94300113,0.996198981
EKMH1,sitting,T005,Library,,0,0,1024,0.772948855,1.10997675
EKMH1,sitting,T005,Library,,1,512,1536,0.85477321,0.624072176
EKMH1,sitting,T005,Library,,2,1024,2048,1.024828915,0.924722974
EKMH1,sitting,T005,Library,,3,1536,2560,0.994043759,1.035333245
EKMH1,sitting,T005,Library,,4,2048,3072,0.808889847,1.011914004
EKMH1,sitting,T005,Library,,5,2560,3584,0.846966113,1.160072082
EKMH1,sitting,T005,Library,,6,3072,4096,1.011152013,1.125800742
EKMH1,sitting,T005,Library,,7,3584,4608,0.965026043,0.810740202
EKMH1,sitting,T005,Library,,8,4096,5120,1.007260435,1.043151409
EKMH1,sitting,T006,FoodCourt,,0,0,1024,1.172307358,1.282037663
EKMH1,sitting,T006,FoodCourt,,1,512,1536,1.105948975,1.142021929
EKMH1,sitting,T006,FoodCourt,,2,1024,2048,1.391529718,1.206056842
EKMH1,sitting,T006,FoodCourt,,3,1536,2560,1.327467499,1.125083494
EKMH1,sitting,T006,FoodCourt,,4,2048,3072,1.140026491,0.983927407
EKMH1,sitting,T006,FoodCourt,,5,2560,3584,1.121996686,0.951938356
EKMH1,sitting,T006,FoodCourt,,6,3072,4096,0.958496735,0.853267354
EKMH1,sitting,T006,FoodCourt,,7,3584,4608,0.931950978,1.055639578
EKMH1,sitting,T006,FoodCourt,,8,4096,5120,0.882303321,0.96639714
EKMH1,sitting,T007,Cafe,,0,0,1024,0.903408561,0.963869564
EKMH1,sitting,T007,Cafe,,1,512,1536,0.856971283,0.723061859
EKMH1,sitting,T007,Cafe,,2,1024,2048,0.884865717,0.658708726
EKMH1,sitting,T007,Cafe,,3,1536,2560,0.943879708,0.657170825
EKMH1,sitting,T007,Cafe,,4,2048,3072,0.900562275,0.764426843
EKMH1,sitting,T007,Cafe,,5,2560,3584,1.064179001,0.962652837
EKMH1,sitting,T007,Cafe,,6,3072,4096,1.218567245,0.977366211
EKMH1,sitting,T007,Cafe,,7,3584,4608,1.220488123,1.180665688
EKMH1,sitting,T007,Cafe,,8,4096,5120,1.113062053,1.079132412
EKMH1,sitting,T008,Living,,0,0,1024,1.162210511,1.091227421
EKMH1,sitting,T008,Living,,1,512,1536,1.038904197,1.021976106
EKMH1,sitting,T008,Living,,2,1024,2048,1.111590288,1.109776303
EKMH1,sitting,T008,Living,,3,1536,2560,1.02047101,0.661498511
EKMH1,sitting,T008,Living,,4,2048,3072,0.852314714,0.788823467
EKMH1,sitting,T008,Living,,5,2560,3584,0.868554904,0.902250766
EKMH1,sitting,T008,Living,,6,3072,4096,1.286129939,0.878926207
EKMH1,sitting,T008,Living,,7,3584,4608,1.346129566,0.864793629
EKMH1,sitting,T008,Living,,8,4096,5120,1.248487489,1.049106541
EKMH1,sitting,T009,Train,,0,0,1024,1.086816888,0.78476124
EKMH1,sitting,T009,Train,,1,512,1536,1.087000531,1.164978258
EKMH1,sitting,T009,Train,,2,1024,2048,1.143002248,1.225501706
EKMH1,sitting,T009,Train,,3,1536,2560,1.019136579,0.960565842
EKMH1,sitting,T009,Train,,4,2048,3072,1.033113572,1.239652251
EKMH1,sitting,T009,Train,,5,2560,3584,1.057023433,1.2017483
EKMH1,sitting,T009,Train,,6,3072,4096,1.265831577,1.232456345
EKMH1,sitting,T009,Train,,7,3584,4608,1.261516604,1.085773744
EKMH1,sitting,T009,Train,,8,4096,5120,1.050905774,0.999683395
EKMH1,standing,T012,NoMusicParty,,0,0,1024,1.323487053,1.157855619
EKMH1,standing,T012,NoMusicParty,,1,512,1536,0.901382511,1.116096897
EKMH1,standing,T012,NoMusicParty,,2,1024,2048,1.159273521,1.207014244
EKMH1,standing,T012,NoMusicParty,,3,1536,2560,1.236927377,1.273523829
EKMH1,standing,T012,NoMusicParty,,4,2048,3072,1.184337131,1.210645732
EKMH1,standing,T012,NoMusicParty,,5,2560,3584,1.243211222,1.041542775
EKMH1,standing,T012,NoMusicParty,,6,3072,4096,1.034059898,1.092587069
EKMH1,standing,T012,NoMusicParty,,7,3584,4608,1.098326707,1.092068222
EKMH1,standing,T012,NoMusicParty,,8,4096,5120,1.206124756,1.024627042
EKMH1,standing,T013,MusicParty,,0,0,1024,1.398734572,1.357522951
EKMH1,standing,T013,MusicParty,,1,512,1536,1.124995389,0.9246916
EKMH1,standing,T013,MusicParty,,2,1024,2048,1.016804773,1.190222704
EKMH1,standing,T013,MusicParty,,3,1536,2560,0.858808691,1.205946118
EKMH1,standing,T013,MusicParty,,4,2048,3072,0.958692286,1.155635485
EKMH1,standing,T013,MusicParty,,5,2560,3584,1.053708796,1.204794541
EKMH1,standing,T013,MusicParty,,6,3072,4096,1.06668403,1.209838397
EKMH1,standing,T013,MusicParty,,7,3584,4608,1.111363072,1.137314997
EKMH1,standing,T013,MusicParty,,8,4096,5120,1.101668837,1.03077833
EKMH1,standing,T014,Living,,0,0,1024,1.369957279,1.345074801
EKMH1,standing,T014,Living,,1,512,1536,1.323840226,1.147105579
EKMH1,standing,T014,Living,,2,1024,2048,1.284274997,1.292075469
EKMH1,standing,T014,Living,,3,1536,2560,1.043954075,1.224081225
EKMH1,standing,T014,Living,,4,2048,3072,1.120745183,1.376653057
EKMH1,standing,T014,Living,,5,2560,3584,1.35347979,1.240744471
EKMH1,standing,T014,Living,,6,3072,4096,1.269341113,1.167836787
EKMH1,standing,T014,Living,,7,3584,4608,1.297343999,1.252389866
EKMH1,standing,T014,Living,,8,4096,5120,1.207513378,1.410895244
EKMH1,standing,T015,Library,,0,0,1024,1.410923476,1.343026224
EKMH1,standing,T015,Library,,1,512,1536,1.404240122,1.051929582
EKMH1,standing,T015,Library,,2,1024,2048,1.375542353,1.096123686
EKMH1,standing,T015,Library,,3,1536,2560,1.211190782,1.201246344
EKMH1,standing,T015,Library,,4,2048,3072,1.17053352,1.099408243
EKMH1,standing,T015,Library,,5,2560,3584,1.165257751,1.012884404
EKMH1,standing,T015,Library,,6,3072,4096,1.2209464,0.987001763
EKMH1,standing,T015,Library,,7,3584,4608,1.103897278,1.059607309
EKMH1,standing,T015,Library,,8,4096,5120,1.105924431,0.999999866
EKMH1,standing,T016,Train,,0,0,1024,1.228844117,1.4850745
EKMH1,standing,T016,Train,,1,512,1536,1.072315388,0.933947403
EKMH1,standing,T016,Train,,2,1024,2048,1.143378398,1.023859655
EKMH1,standing,T016,Train,,3,1536,2560,1.022241161,1.079195139
EKMH1,standing,T016,Train,,4,2048,3072,0.928964005,1.081257843
EKMH1,standing,T016,Train,,5,2560,3584,0.9765662,1.098464654
EKMH1,standing,T016,Train,,6,3072,4096,1.169471328,1.296011191
EKMH1,standing,T016,Train,,7,3584,4608,1.212702062,1.223631273
EKMH1,standing,T016,Train,,8,4096,5120,1.190899418,1.134168657
EKMH1,standing,T017,FoodCourt,,0,0,1024,1.414816764,1.321472048
EKMH1,standing,T017,FoodCourt,,1,512,1536,1.137976269,0.962139166
EKMH1,standing,T017,FoodCourt,,2,1024,2048,1.157098821,0.954790676
EKMH1,standing,T017,FoodCourt,,3,1536,2560,1.328688716,1.063227241
