0.057106519	0.20203449
0.078488249	0.191239036
0.073592995	0.152502186
0.091816999	0.084117726
0.104183401	0.091052601
0.036137385	0.165778147
0.137783394	0.198002559
0.227270764	0.179112796
0.151092897	0.221613088
0.045368257	0.233750749
0.076415317	0.139795552
0.080077909	0.03702462
0.121987674	0.140723791
0.067199657	0.186189133
0.099708507	0.129850461
0.080391751	0.053268791
0.067453004	0.068767478
0.143720873	0.087286463
0.060106616	0.142916274
0.147604709	0.149585382
0.202305692	0.098825073
0.092306666	0.045390801
0.063807847	0.028008439
0.098685138	0.060219426
0.033159806	0.041325252
0.046195695	0.065130388
0.107524323	0.099553118
0.11199389	0.098416715
0.075927327	0.092733973
0.197427803	0.084637816
0.259454065	0.059935842
0.162881061	0.058231408
0.053076369	0.079709217
0.124621059	0.083335188
0.057651716	0.101860921
0.129399249	0.113473606
0.117038376	0.136483148
0.082416963	0.198849354
0.219363761	0.189251388
0.232031175	0.102623093
0.154238088	0.157842784
0.088831912	0.148049756
0.051027192	0.06053062
0.091821735	0.197147851
0.136413927	0.165419644
0.080195117	0.076306664
0.032741912	0.272755655
0.085284446	0.267908903
0.076807936	0.080464161
0.115480548	0.099873535
0.104952301	0.141655462
0.048671139	0.135357184
0.062060852	0.154270379
0.063750908	0.220854479
0.10568786	0.276812337
0.138421546	0.222026554
0.093447504	0.17282053
0.0389078	0.305702896
0.078697799	0.289383054
0.082781894	0.142748981
0.085423557	0.162616835
0.089838992	0.172968949
0.091660487	0.110814592
0.076277728	0.10835346
0.046555311	0.157705794
0.048244873	0.168449099
0.019294554	0.154607507
0.06667958	0.132890153
0.138164283	0.122294739
0.126714865	0.162692501
0.04243959	0.121693622
0.103943684	0.180967993
0.095938305	0.332383132
0.017801444	0.376138403
0.09214079	0.338072196
0.028177958	0.245040843
0.118798454	0.121793073
0.17254654	0.070467601
0.093648956	0.065493404
0.052486341	0.058683567
0.156960377	0.122380902
0.167896423	0.250047394
0.098813993	0.324952587
0.036888812	0.247227424
0.101401762	0.098061244
0.095399927	0.173469268
0.060943925	0.166623012
0.085624723	0.087846008
0.098490829	0.182041309
0.085344269	0.211126027
0.058134689	0.136740447
0.011280051	0.049680227
0.089763791	0.058762377
0.150014719	0.095157188
0.132397754	0.144715659
0.049435608	0.158074757
0.065726223	0.175756001
0.131306022	0.189008172
0.102922196	0.185362594
0.043686072	0.188218657
0.158790503	0.193676318
0.187851146	0.273795796
0.06096453	0.332022849
0.157111499	0.306273881
0.227141438	0.247884934
0.122388044	0.127624727
0.145266102	0.0570982
0.165010724	0.092074496
0.079650091	0.098017007
0.110576402	0.057915335
0.063329834	0.039313047
0.085329033	0.111936562
0.079450213	0.209220953
0.042642217	0.233913271
0.143218998	0.157838571
0.125467912	0.134058539
0.060114548	0.165189173
0.033964371	0.141400217
0.104406698	0.128398791
0.137956848	0.080006947
0.062503597	0.084212738
0.079676207	0.162378222
0.076151803	0.110951098
0.027158843	0.073047048
0.116886133	0.183691981
0.124573959	0.17886616
0.091669964	0.101492381
0.082928575	0.069916353
0.135027299	0.096874689
0.169167047	0.118951223
0.119378067	0.093634428
0.026064117	0.070804363
0.149894603	0.138370448
0.200210452	0.169886599
0.136534745	0.127304454
0.12760585	0.097406128
0.153123418	0.117242541
0.089605177	0.115144057
0.009644837	0.090943495
0.107922933	0.072260087
0.153686909	0.05953176
0.165374584	0.003991628
0.248008546	0.082720305
0.349632687	0.149642655
0.375877747	0.177561451
0.263938864	0.140102762
0.019439355	0.096060933
0.290613748	0.140590182
0.373367585	0.143468796
0.189611702	0.08264231
0.176800375	0.049249821
0.333585329	0.063733016
0.303461956	0.077081411
0.156954733	0.084663242
0.105317306	0.11473791
0.160841568	0.132707687
0.10425844	0.096050831
0.029348098	0.081337188
0.094049597	0.104230376
0.035870179	0.15465607
0.080476856	0.180394503
0.150770803	0.138950182
0.195109423	0.092287873
0.215437159	0.110507544
0.157198268	0.132166168
0.083819381	0.120375436
0.08848469	0.050941638
0.076425646	0.040871
0.123345786	0.113232582
0.061506717	0.242604814
0.316553081	0.303351085
0.437461721	0.183960403
0.242793181	0.105333097
