pair	cond	env	num_windows	alpha_p1	alpha_p2
5	0	Library	2	0.870368181	0.998557971
5	0	Library	3	1.11868779	0.996825947
5	0	Library	4	1.216729391	1.06656089
5	0	Library	5	1.204064163	1.072491387
5	0	Library	6	1.265199731	1.150538762
5	0	Library	7	1.212520193	1.045387968
5	0	Library	8	1.231166396	1.15973447
5	0	NoMusicParty	0	1.284410383	0.891059153
5	0	NoMusicParty	1	1.327937692	1.09453178
5	0	NoMusicParty	2	1.296697203	1.335889784
5	0	NoMusicParty	3	1.089951128	0.96297062
5	0	NoMusicParty	4	1.269988623	0.923056425
5	0	NoMusicParty	5	1.159892607	0.908481384
5	0	NoMusicParty	6	1.268620535	0.854693843
5	0	NoMusicParty	7	1.197236119	1.028230092
5	0	NoMusicParty	8	1.148198633	0.98243125
5	0	FoodCourt	0	1.348823862	1.434248125
5	0	FoodCourt	1	1.340863911	1.366408988
5	0	FoodCourt	2	1.346816521	0.92555652
5	0	FoodCourt	3	1.265699411	1.106463022
5	0	FoodCourt	4	1.060441029	1.160730064
5	0	FoodCourt	5	1.126484192	1.165970178
5	0	FoodCourt	6	1.260314953	1.151211982
5	0	FoodCourt	7	1.277115888	1.053800123
5	0	FoodCourt	8	1.242785725	1.054703498
6	0	MusicParty	0	1.05365821	0.85804348
6	0	MusicParty	1	0.9966716	0.780356776
6	0	MusicParty	2	1.009638382	0.886061039
6	0	MusicParty	3	1.086134398	0.903735871
6	0	MusicParty	4	1.114073949	0.926489349
6	0	MusicParty	5	1.152043733	1.061724905
6	0	MusicParty	6	1.154200917	1.200094589
6	0	MusicParty	7	1.144016001	1.05629941
6	0	MusicParty	8	1.17976879	1.021789318
6	0	NoMusicParty	0	1.093256993	0.874805304
6	0	NoMusicParty	1	1.036996633	0.877936439
6	0	NoMusicParty	2	0.943078159	0.918892106
6	0	NoMusicParty	3	1.021740082	0.888038177
6	0	NoMusicParty	4	1.052972965	0.967484627
6	0	NoMusicParty	5	0.955333077	1.008980837
6	0	NoMusicParty	6	1.126050635	1.050253713
6	0	NoMusicParty	7	1.088894437	0.983741815
6	0	NoMusicParty	8	0.94300113	0.996198981
6	0	Library	0	0.772948855	1.10997675
6	0	Library	1	0.85477321	0.624072176
6	0	Library	2	1.024828915	0.924722974
6	0	Library	3	0.994043759	1.035333245
6	0	Library	4	0.808889847	1.011914004
6	0	Library	5	0.846966113	1.160072082
6	0	Library	6	1.011152013	1.125800742
6	0	Library	7	0.965026043	0.810740202
6	0	Library	8	1.007260435	1.043151409
6	0	FoodCourt	0	1.172307358	1.282037663
6	0	FoodCourt	1	1.105948975	1.142021929
6	0	FoodCourt	2	1.391529718	1.206056842
6	0	FoodCourt	3	1.327467499	1.125083494
6	0	FoodCourt	4	1.140026491	0.983927407
6	0	FoodCourt	5	1.121996686	0.951938356
6	0	FoodCourt	6	0.958496735	0.853267354
6	0	FoodCourt	7	0.931950978	1.055639578
6	0	FoodCourt	8	0.882303321	0.96639714
6	0	Cafe	0	0.903408561	0.963869564
6	0	Cafe	1	0.856971283	0.723061859
6	0	Cafe	2	0.884865717	0.658708726
6	0	Cafe	3	0.943879708	0.657170825
6	0	Cafe	4	0.900562275	0.764426843
6	0	Cafe	5	1.064179001	0.962652837
6	0	Cafe	6	1.218567245	0.977366211
6	0	Cafe	7	1.220488123	1.180665688
6	0	Cafe	8	1.113062053	1.079132412
6	0	Living	0	1.162210511	1.091227421
6	0	Living	1	1.038904197	1.021976106
6	0	Living	2	1.111590288	1.109776303
6	0	Living	3	1.02047101	0.661498511
6	0	Living	4	0.852314714	0.788823467
6	0	Living	5	0.868554904	0.902250766
6	0	Living	6	1.286129939	0.878926207
6	0	Living	7	1.346129566	0.864793629
6	0	Living	8	1.248487489	1.049106541
6	0	Train	0	1.086816888	0.78476124
6	0	Train	1	1.087000531	1.164978258
6	0	Train	2	1.143002248	1.225501706
6	0	Train	3	1.019136579	0.960565842
6	0	Train	4	1.033113572	1.239652251
6	0	Train	5	1.057023433	1.2017483
6	0	Train	6	1.265831577	1.232456345
6	0	Train	7	1.261516604	1.085773744
6	0	Train	8	1.050905774	0.999683395
6	1	NoMusicParty	0	1.323487053	1.157855619
6	1	NoMusicParty	1	0.901382511	1.116096897
6	1	NoMusicParty	2	1.159273521	1.207014244
6	1	NoMusicParty	3	1.236927377	1.273523829
6	1	NoMusicParty	4	1.184337131	1.210645732
6	1	NoMusicParty	5	1.243211222	1.041542775
6	1	NoMusicParty	6	1.034059898	1.092587069
6	1	NoMusicParty	7	1.098326707	1.092068222
6	1	NoMusicParty	8	1.206124756	1.024627042
6	1	MusicParty	0	1.398734572	1.357522951
6	1	MusicParty	1	1.124995389	0.9246916
6	1	MusicParty	2	1.016804773	1.190222704
6	1	MusicParty	3	0.858808691	1.205946118
6	1	MusicParty	4	0.958692286	1.155635485
6	1	MusicParty	5	1.053708796	1.204794541
6	1	MusicParty	6	1.06668403	1.209838397
6	1	MusicParty	7	1.111363072	1.137314997
6	1	MusicParty	8	1.101668837	1.03077833
6	1	Living	0	1.369957279	1.345074801
6	1	Living	1	1.323840226	1.147105579
6	1	Living	2	1.284274997	1.292075469
6	1	Living	3	1.043954075	1.224081225
6	1	Living	4	1.120745183	1.376653057
6	1	Living	5	1.35347979	1.240744471
6	1	Living	6	1.269341113	1.167836787
6	1	Living	7	1.297343999	1.252389866
6	1	Living	8	1.207513378	1.410895244
6	1	Library	0	1.410923476	1.343026224
6	1	Library	1	1.404240122	1.051929582
6	1	Library	2	1.375542353	1.096123686
6	1	Library	3	1.211190782	1.201246344
6	1	Library	4	1.17053352	1.099408243
6	1	Library	5	1.165257751	1.012884404
6	1	Library	6	1.2209464	0.987001763
6	1	Library	7	1.103897278	1.059607309
6	1	Library	8	1.105924431	0.999999866
6	1	Train	0	1.228844117	1.4850745
6	1	Train	1	1.072315388	0.933947403
6	1	Train	2	1.143378398	1.023859655
6	1	Train	3	1.022241161	1.079195139
6	1	Train	4	0.928964005	1.081257843
6	1	Train	5	0.9765662	1.098464654
6	1	Train	6	1.169471328	1.296011191
6	1	Train	7	1.212702062	1.223631273
6	1	Train	8	1.190899418	1.134168657
6	1	FoodCourt	0	1.414816764	1.321472048
6	1	FoodCourt	1	1.137976269	0.962139166
6	1	FoodCourt	2	1.157098821	0.954790676
6	1	FoodCourt	3	1.328688716	1.063227241
6	1	FoodCourt	4	1.290906589	1.169860773
6	1	FoodCourt	5	1.153613388	0.973893556
6	1	FoodCourt	6	1.167258749	1.17261338
6	1	FoodCourt	7	1.194274772	1.172841622
6	1	FoodCourt	8	1.063229344	0.946435982
6	1	Cafe	0	1.291408395	1.369982002
6	1	Cafe	1	1.023749828	0.855512335
6	1	Cafe	2	1.005288814	1.065338776
6	1	Cafe	3	1.042025804	1.251870868
6	1	Cafe	4	0.971518474	1.203222361
6	1	Cafe	5	1.080944462	0.844193199
6	1	Cafe	6	1.168050981	1.131302835
6	1	Cafe	7	1.277321644	1.232932542
6	1	Cafe	8	1.283953006	1.197997023
7	0	NoMusicParty	0	1.331286555	1.354088759
7	0	NoMusicParty	1	1.204906861	1.394436194
7	0	NoMusicParty	2	0.983809943	1.405229669
7	0	NoMusicParty	3	1.045713008	1.253718036
7	0	NoMusicParty	4	1.143021206	1.23364208
7	0	NoMusicParty	5	1.190931975	1.137139205
7	0	NoMusicParty	6	0.917887119	1.02537392
7	0	NoMusicParty	7	0.839293316	1.000676976
7	0	NoMusicParty	8	0.832107297	1.031351737
7	0	Living	0	1.289219966	1.18362132
7	0	Living	1	1.340768228	1.230377266
7	0	Living	2	0.846635941	1.202406393
7	0	Living	3	1.039645715	1.186819694
7	0	Living	4	1.255769859	1.079667873
7	0	Living	5	1.133178732	0.922231694
7	0	Living	6	0.844803232	1.158099809
7	0	Living	7	0.905193198	1.243225754
7	0	Living	8	0.986380473	1.189552012
7	0	MusicParty	0	1.182942697	1.305604471
7	0	MusicParty	1	1.196302404	1.150133792
7	0	MusicParty	2	1.101402349	1.275049613
7	0	MusicParty	3	1.060109772	1.264634131
7	0	MusicParty	4	1.122371982	1.142333227
7	0	MusicParty	5	1.190895338	1.12635486
7	0	MusicParty	6	1.236616062	1.084797263
7	0	MusicParty	7	1.278301356	1.259724419
7	0	MusicParty	8	1.258386189	1.211996852
7	0	Train	0	1.079519439	1.21265198
7	0	Train	1	0.853494964	1.2348082
7	0	Train	2	1.227180402	1.287287507
7	0	Train	3	1.276238645	1.20577965
7	0	Train	4	1.151426518	1.171133776
7	0	Train	5	0.934948679	1.127532058
7	0	Train	6	0.9596175	1.135240715
7	0	Train	7	0.873242101	1.099655348
7	0	Train	8	1.008881251	1.025132944
7	0	Cafe	0	1.041963981	1.104961105
7	0	Cafe	1	0.805604187	1.171971029
7	0	Cafe	2	0.936666683	1.047134185
7	0	Cafe	3	1.060040058	1.114401305
7	0	Cafe	4	0.999978535	1.10336009
7	0	Cafe	5	1.138426076	1.099835828
7	0	Cafe	6	1.155955155	1.166468137
7	0	Cafe	7	1.014299307	1.144884472
7	0	Cafe	8	0.999986552	1.267432654
7	0	FoodCourt	0	1.360425125	1.107757679
7	0	FoodCourt	1	1.260898597	1.116146348
7	0	FoodCourt	2	1.265051374	1.105327681
7	0	FoodCourt	3	1.303096783	1.101049293
7	0	FoodCourt	4	0.852333598	1.195833464
7	0	FoodCourt	5	0.850605337	1.192128456
7	0	FoodCourt	6	1.00905153	1.198105733
7	0	FoodCourt	7	1.153501283	1.076284842
7	0	FoodCourt	8	1.208824565	1.11251961
7	0	Library	0	1.008724806	1.076002394
7	0	Library	1	1.051304934	0.943875024
7	0	Library	2	1.231551894	0.827112142
7	0	Library	3	1.135549854	0.865575363
7	0	Library	4	1.093887567	0.849678322
7	0	Library	5	1.192702139	0.986380706
7	0	Library	6	1.371793931	0.986617191
7	0	Library	7	1.272188485	0.95721577
7	0	Library	8	0.736344102	0.946623316
7	1	Library	0	1.098271585	1.120108726
7	1	Library	1	1.080539803	0.864228037
7	1	Library	2	0.993450273	0.847768554
7	1	Library	3	0.988174113	0.823637602
7	1	Library	4	0.924982161	0.941932814
7	1	Library	5	0.971230164	0.986012409
7	1	Library	6	0.976934206	1.112834984
7	1	Library	7	1.049701653	1.11767382
7	1	Library	8	1.058964943	1.186120998
7	1	Living	0	0.97059064	0.999834775
7	1	Living	1	0.978060363	0.917919152
7	1	Living	2	0.937458839	0.899090028
7	1	Living	3	0.992505219	0.864829934
7	1	Living	4	1.001139235	0.927005085
7	1	Living	5	1.080904473	1.048455419
7	1	Living	6	1.318904226	1.160554014
7	1	Living	7	0.869308887	0.930845837
7	1	Living	8	0.854111349	1.194394919
7	1	NoMusicParty	0	1.432931414	1.320201752
7	1	NoMusicParty	1	0.99237796	1.00549789
7	1	NoMusicParty	2	1.028818292	1.164212575
7	1	NoMusicParty	3	1.120867024	1.190504286
7	1	NoMusicParty	4	1.240137507	1.190280762
7	1	NoMusicParty	5	1.25990575	1.203635459
7	1	NoMusicParty	6	0.977815138	1.094166539
7	1	NoMusicParty	7	0.8692939	0.862383165
7	1	NoMusicParty	8	1.019354906	0.968062343
7	1	Train	0	1.181030267	1.138022044
7	1	Train	1	1.130147783	1.16077413
7	1	Train	2	1.175964542	1.203669059
7	1	Train	3	1.147554979	1.140028109
7	1	Train	4	1.180117805	1.255459996
7	1	Train	5	1.053545147	1.335709228
7	1	Train	6	1.228070303	1.13637885
7	1	Train	7	0.906002957	1.117667667
7	1	Train	8	1.174897839	1.175906836
7	1	FoodCourt	0	1.326672264	1.394823565
7	1	FoodCourt	1	1.129307433	1.21742261
7	1	FoodCourt	2	1.211543423	1.324534252
7	1	FoodCourt	3	1.125797667	1.399547348
7	1	FoodCourt	4	1.327545943	1.26575309
7	1	FoodCourt	5	1.287721347	1.218381213
7	1	FoodCourt	6	1.006739252	1.095280295
7	1	FoodCourt	7	1.091796814	0.9079132
7	1	FoodCourt	8	0.986497874	1.129081473
7	1	Cafe	0	1.185198903	1.264134075
7	1	Cafe	1	1.154396657	1.316204049
7	1	Cafe	2	1.149884996	1.205647189
7	1	Cafe	3	0.959969891	1.375427447
7	1	Cafe	4	0.972560804	1.337088709
7	1	Cafe	5	1.052144217	1.23582242
7	1	Cafe	6	1.003221837	1.272502015
7	1	Cafe	7	0.920614292	1.193734995
7	1	Cafe	8	1.090510334	1.154153371
7	1	MusicParty	0	1.324185411	1.189286519
7	1	MusicParty	1	0.999283622	1.085081553
7	1	MusicParty	2	1.092880287	1.1218435
7	1	MusicParty	3	1.193735901	1.033481367
7	1	MusicParty	4	1.101281419	0.997092297
7	1	MusicParty	5	1.293207758	1.078894638
7	1	MusicParty	6	1.287246946	1.212932919
7	1	MusicParty	7	1.086772763	1.261643717
7	1	MusicParty	8	1.111507951	1.108073453
8	1	Library	0	1.340220859	1.306176612
8	1	Library	1	0.984441981	0.803711405
8	1	Library	2	1.121566048	0.709797431
8	1	Library	3	1.191667272	1.047484882
8	1	Library	4	1.131179255	1.159052499
8	1	Library	5	0.744379096	0.905368189
8	1	Library	6	0.988415592	0.793124965
8	1	Library	7	1.02761053	0.754146548
8	1	Library	8	0.811880947	0.805605634
8	1	Train	0	1.448193122	1.43988883
8	1	Train	1	0.744814803	0.634040137
8	1	Train	2	0.90739657	1.211271706
8	1	Train	3	0.883576576	1.230052999
8	1	Train	4	0.734273863	1.114861719
8	1	Train	5	0.869196261	1.106054377
8	1	Train	6	0.879999082	1.008778016
8	1	Train	7	0.781985122	0.985678311
8	1	Train	8	0.811376581	0.788726868
8	1	FoodCourt	0	1.454055809	1.361836529
8	1	FoodCourt	1	0.799258786	0.878220989
8	1	FoodCourt	2	0.629137798	0.938168935
8	1	FoodCourt	3	0.73397155	0.879127704
8	1	FoodCourt	4	0.745324396	1.104653693
8	1	FoodCourt	5	0.777856592	1.159305727
8	1	FoodCourt	6	0.984022563	0.764832275
8	1	FoodCourt	7	0.926849212	0.716235841
8	1	FoodCourt	8	1.031593006	1.104356021
8	1	Living	0	1.238873783	1.23917559
8	1	Living	1	1.212757042	1.022226855
8	1	Living	2	0.795448627	1.264548276
8	1	Living	3	0.69692644	1.235691881
8	1	Living	4	0.769400596	1.071578035
8	1	Living	5	0.916998109	0.885789177
8	1	Living	6	0.824008885	0.900457621
8	1	Living	7	0.942884246	1.077857808
8	1	Living	8	1.028613624	1.109189204
8	1	MusicParty	0	1.433296381	1.334557476
8	1	MusicParty	1	0.923320145	1.083976494
8	1	MusicParty	2	0.91367758	1.146443656
8	1	MusicParty	3	0.852612272	1.017887183
8	1	MusicParty	4	0.708748215	0.838774747
8	1	MusicParty	5	0.778502592	0.867558407
8	1	MusicParty	6	0.804072085	0.87081415
8	1	MusicParty	7	0.779087117	0.840426131
8	1	MusicParty	8	0.944536613	0.946169049
8	1	Cafe	0	1.051671614	1.105086555
8	1	Cafe	1	0.74860668	0.864749584
8	1	Cafe	2	0.589781613	0.843567677
8	1	Cafe	3	0.985652895	0.894626133
8	1	Cafe	4	0.993874321	0.907464778
8	1	Cafe	5	0.993709828	1.116336231
8	1	Cafe	6	0.993687736	1.039751316
8	1	Cafe	7	0.971458912	1.248515499
8	1	Cafe	8	1.2245967	1.184844253
8	1	NoMusicParty	0	1.422713771	1.348346101
8	1	NoMusicParty	1	0.97345457	1.113515122
8	1	NoMusicParty	2	0.803281252	1.246208602
8	1	NoMusicParty	3	0.843717296	1.183759373
8	1	NoMusicParty	4	0.878532086	1.202111841
8	1	NoMusicParty	5	1.131343013	0.82088417
8	1	NoMusicParty	6	1.092627454	0.901421545
8	1	NoMusicParty	7	0.915905256	0.876969456
8	1	NoMusicParty	8	1.017065156	1.058876933
8	0	FoodCourt	0	0.843703475	1.039699939
8	0	FoodCourt	1	0.717407399	1.014220323
8	0	FoodCourt	2	0.908049566	0.912786389
8	0	FoodCourt	3	0.959335188	1.140091347
8	0	FoodCourt	4	0.893013592	1.12941721
8	0	FoodCourt	5	0.798652305	0.814450429
8	0	FoodCourt	6	0.968410023	0.948880046
8	0	FoodCourt	7	0.907131936	1.000182165
8	0	FoodCourt	8	0.882363285	0.909032545
8	0	Train	0	0.941180654	0.923257389
8	0	Train	1	0.975184463	1.203194073
8	0	Train	2	0.917266387	0.868839204
8	0	Train	3	0.756763652	0.8829106
8	0	Train	4	0.994427155	0.75509173
8	0	Train	5	1.029538666	0.795981819
8	0	Train	6	0.845159449	0.762881511
8	0	Train	7	0.831968403	0.700529263
8	0	Train	8	0.9136009	1.016642927
8	0	NoMusicParty	0	0.763390593	0.771847642
8	0	NoMusicParty	1	0.694286853	0.813461642
8	0	NoMusicParty	2	0.771475877	0.831128107
8	0	NoMusicParty	3	0.935022147	0.929104161
8	0	NoMusicParty	4	0.848534819	1.00911456
8	0	NoMusicParty	5	0.729165001	0.910802718
8	0	NoMusicParty	6	1.071903123	0.738799489
8	0	NoMusicParty	7	1.128739182	0.925068475
8	0	NoMusicParty	8	0.829932355	1.102470236
8	0	MusicParty	0	0.858700963	0.92562274
8	0	MusicParty	1	0.86672881	0.873876088
8	0	MusicParty	2	1.170482984	0.853786593
8	0	MusicParty	3	1.161823684	0.797042202
8	0	MusicParty	4	1.012861895	1.05456407
8	0	MusicParty	5	1.092436927	1.164631372
8	0	MusicParty	6	1.090743315	1.094710741
8	0	MusicParty	7	0.950207898	1.046170716
8	0	MusicParty	8	0.721933039	0.895684195
8	0	Cafe	0	1.037749708	0.72393329
8	0	Cafe	1	0.921592278	0.663462922
8	0	Cafe	2	0.876033064	1.134390122
8	0	Cafe	3	0.782086387	1.109628295
8	0	Cafe	4	0.739476202	1.073839306
8	0	Cafe	5	0.741599073	1.234359013
8	0	Cafe	6	0.895994735	1.072594888
8	0	Cafe	7	1.171876594	0.983627828
8	0	Cafe	8	1.080831528	1.048747042
8	0	Living	0	0.70065701	1.106714132
8	0	Living	1	1.100798301	0.761358702
8	0	Living	2	1.089833608	0.933139674
8	0	Living	3	0.747586529	0.864509377
8	0	Living	4	1.252177029	0.919827703
8	0	Living	5	1.206759887	0.874231793
8	0	Living	6	0.882244563	0.776938976
8	0	Living	7	1.091874114	0.802890927
8	0	Living	8	1.074318835	0.72276262
8	0	Library	0	0.761953488	0.844108741
8	0	Library	1	0.772719719	0.943854958
8	0	Library	2	0.835851236	0.874941619
8	0	Library	3	0.851408892	0.689314621
8	0	Library	4	0.940857057	0.671495755
8	0	Library	5	0.783286628	0.882383478
8	0	Library	6	0.692590313	1.067657175
8	0	Library	7	0.803387524	1.136068711
8	0	Library	8	0.918488369	1.018442974
9	0	Library	0	1.208987405	1.217091724
9	0	Library	1	1.100428274	0.872402681
9	0	Library	2	1.070207778	0.945906526
9	0	Library	3	0.982460336	1.271725967
9	0	Library	4	0.856094706	1.226027442
9	0	Library	5	1.047022132	1.096692505
9	0	Library	6	1.135345083	1.089237075
9	0	Library	7	1.127877481	0.912540338
9	0	Library	8	1.019637352	0.8809295
9	0	MusicParty	0	1.379789001	1.392424038
9	0	MusicParty	1	1.191813358	1.416299198
9	0	MusicParty	2	1.096109129	1.302194609
9	0	MusicParty	3	1.143861069	1.23050151
9	0	MusicParty	4	1.206583934	1.310167504
9	0	MusicParty	5	1.200808432	1.375792884
9	0	MusicParty	6	1.111526579	1.130518829
9	0	MusicParty	7	1.279254763	1.212171884
9	0	MusicParty	8	1.351731754	1.260848972
9	0	Living	0	0.920721423	1.181963085
9	0	Living	1	0.794011893	1.094148205
9	0	Living	2	0.914991381	0.982677762
9	0	Living	3	0.900310067	1.250816571
9	0	Living	4	0.782708587	1.348355723
9	0	Living	5	0.731917124	1.046970493
9	0	Living	6	0.653150032	0.916277368
9	0	Living	7	0.743254653	0.949468141
9	0	Living	8	0.76479626	1.054211776
9	0	NoMusicParty	0	1.438602409	1.468694434
9	0	NoMusicParty	1	1.203320091	1.399114296
9	0	NoMusicParty	2	0.774531979	1.189023935
9	0	NoMusicParty	3	0.953451347	1.284202335
9	0	NoMusicParty	4	0.993652382	1.352372016
9	0	NoMusicParty	5	1.246603552	1.352874323
9	0	NoMusicParty	6	1.446657588	1.343250353
9	0	NoMusicParty	7	1.109646218	1.244869281
9	0	NoMusicParty	8	1.206080776	1.276660251
9	0	FoodCourt	0	1.405097241	1.434677617
9	0	FoodCourt	1	0.919471639	1.258699724
9	0	FoodCourt	2	0.977780152	0.876232417
9	0	FoodCourt	3	0.903693476	1.031833013
9	0	FoodCourt	4	1.187865138	1.301863567
9	0	FoodCourt	5	1.158159344	1.066922257
9	0	FoodCourt	6	0.85954171	1.176325465
9	0	FoodCourt	7	1.303679846	1.309531135
9	0	FoodCourt	8	1.272709422	0.869815143
9	0	Train	0	0.848244362	1.111535116
9	0	Train	1	0.899423842	1.118410598
9	0	Train	2	0.83413386	0.96108568
9	0	Train	3	0.895868022	1.269674966
9	0	Train	4	1.040104519	1.327999676
9	0	Train	5	1.01287501	0.9169042
9	0	Train	6	0.843060216	0.887989472
9	0	Train	7	0.919725611	0.853803316
9	0	Train	8	0.842132881	1.046705217
9	0	Cafe	0	1.22710708	0.898137605
9	0	Cafe	1	1.193407801	0.882654435
9	0	Cafe	2	0.848152969	0.977019319
9	0	Cafe	3	1.029958271	1.077729516
9	0	Cafe	4	0.957757904	0.915687937
9	0	Cafe	5	0.926350149	0.900888555
9	0	Cafe	6	0.932702025	0.879931111
9	0	Cafe	7	1.023089916	1.297997038
9	0	Cafe	8	0.950364738	1.286794627
9	1	NoMusicParty	0	1.33046702	1.391673541
9	1	NoMusicParty	1	0.916598724	1.26654011
9	1	NoMusicParty	2	0.97763244	1.331177118
9	1	NoMusicParty	3	0.997547731	1.209108223
9	1	NoMusicParty	4	1.068999977	1.268760208
9	1	NoMusicParty	5	1.050439541	1.266403442
9	1	NoMusicParty	6	0.903733768	1.322502925
9	1	NoMusicParty	7	0.853445156	1.267149369
9	1	NoMusicParty	8	0.91219948	1.293578662
9	1	Cafe	0	0.890712878	0.837934181
9	1	Cafe	1	0.844305795	1.041309502
9	1	Cafe	2	0.835515464	1.038259072
9	1	Cafe	3	0.947182237	1.044288027
9	1	Cafe	4	1.003227036	1.102507051
9	1	Cafe	5	0.907173107	1.114911025
9	1	Cafe	6	0.934423964	1.217184228
9	1	Cafe	7	0.88841602	1.071169122
9	1	Cafe	8	0.810333953	0.91806112
9	1	Train	0	1.030184756	1.355192463
9	1	Train	1	0.90907923	1.257095876
9	1	Train	2	0.859905376	1.173590996
9	1	Train	3	0.843407275	1.147227369
9	1	Train	4	0.86823478	1.150797174
9	1	Train	5	0.868019744	1.255510452
9	1	Train	6	0.918577159	1.217456067
9	1	Train	7	0.94564243	1.08615249
9	1	Train	8	0.838272476	0.966248845
9	1	Living	0	0.943513081	1.046323249
9	1	Living	1	1.110126029	0.967818748
9	1	Living	2	1.08518151	0.905280174
9	1	Living	3	1.165322107	1.113766791
9	1	Living	4	1.13805065	1.076552569
9	1	Living	5	1.049271903	0.949211737
9	1	Living	6	0.968107165	0.86764896
9	1	Living	7	0.768403092	0.814952539
9	1	Living	8	0.92643239	0.936485995
9	1	FoodCourt	0	1.263389966	1.214203892
9	1	FoodCourt	1	1.013689124	1.260803071
9	1	FoodCourt	2	1.014438428	1.182007814
9	1	FoodCourt	3	0.934185859	1.182701334
9	1	FoodCourt	4	0.886695233	1.237390337
9	1	FoodCourt	5	0.889615979	1.316631855
9	1	FoodCourt	6	0.833583051	1.097938065
9	1	FoodCourt	7	0.845763811	1.279479432
9	1	FoodCourt	8	1.009002269	1.276323207
9	1	Library	0	1.023981701	0.951484198
9	1	Library	1	1.048386827	1.005278948
9	1	Library	2	1.022988981	1.143900405
9	1	Library	3	1.008543416	1.005668896
9	1	Library	4	0.986742926	0.937494241
9	1	Library	5	0.872717666	1.00568901
9	1	Library	6	0.882509174	1.137946444
9	1	Library	7	0.947432857	1.038782326
9	1	Library	8	0.888127611	0.915678625
9	1	MusicParty	0	1.172222943	1.449907641
9	1	MusicParty	1	0.881250926	1.202535796
9	1	MusicParty	2	0.880910514	1.23818573
9	1	MusicParty	3	0.955336981	1.261288748
9	1	MusicParty	4	1.04194441	1.347267865
9	1	MusicParty	5	0.970098938	1.376823674
9	1	MusicParty	6	0.986810267	1.347941934
9	1	MusicParty	7	0.970281536	1.211553387
9	1	MusicParty	8	0.952170622	1.278531993
10	0	MusicParty	0	1.273581275	1.28109324
10	0	MusicParty	1	1.074784946	1.310088887
10	0	MusicParty	2	0.945130601	1.275155046
10	0	MusicParty	3	1.105843827	1.272003729
10	0	MusicParty	4	1.312022147	1.162301543
10	0	MusicParty	5	1.235659775	1.017347126
10	0	MusicParty	6	0.950647568	1.144652149
10	0	MusicParty	7	1.137047973	1.250681305
10	0	MusicParty	8	1.128980231	1.15528432
10	0	Train	0	1.272975591	1.106689472
10	0	Train	1	0.873386565	0.904644981
10	0	Train	2	0.97143989	1.169019934
10	0	Train	3	0.926376865	1.295217167
10	0	Train	4	0.909364913	1.430438313
10	0	Train	5	0.901329842	1.324056049
10	0	Train	6	1.145535067	0.965385768
10	0	Train	7	1.147702773	0.952447855
10	0	Train	8	0.827327728	0.893936792
10	0	NoMusicParty	0	1.28192887	1.184872187
10	0	NoMusicParty	1	0.851132252	0.92803265
10	0	NoMusicParty	2	1.049920642	0.927166709
10	0	NoMusicParty	3	1.210451265	1.218092765
10	0	NoMusicParty	4	1.395591654	1.173461899
10	0	NoMusicParty	5	1.337485238	0.892524938
10	0	NoMusicParty	6	1.187222624	0.938823634
10	0	NoMusicParty	7	1.046275428	1.154646254
10	0	NoMusicParty	8	1.064878341	1.334359206
10	0	Library	0	1.310898396	0.958088448
10	0	Library	1	0.864768659	0.938881514
10	0	Library	2	0.850512077	0.861561155
10	0	Library	3	1.168291872	0.74022731
10	0	Library	4	1.167161806	0.789572566
10	0	Library	5	1.139442291	1.158839706
10	0	Library	6	1.126048811	1.222534011
10	0	Library	7	1.041593986	0.811063374
10	0	Library	8	1.139194151	0.646849609
10	0	Living	0	0.686750083	0.939439732
10	0	Living	1	0.828540011	0.870706926
10	0	Living	2	0.833262236	0.899067996
10	0	Living	3	0.770832917	1.051952515
10	0	Living	4	0.757811653	1.043253702
10	0	Living	5	0.830630425	1.032821506
10	0	Living	6	0.83517446	1.055927676
10	0	Living	7	0.854392872	1.002642407
10	0	Living	8	0.977020073	0.703362244
10	0	Cafe	0	1.172596997	1.08224651
10	0	Cafe	1	0.990145633	1.042417683
10	0	Cafe	2	0.927045334	0.960297917
10	0	Cafe	3	0.811823511	0.849823115
10	0	Cafe	4	0.881661688	0.862360433
10	0	Cafe	5	0.916823158	0.873246897
10	0	Cafe	6	1.016560072	0.94764091
10	0	Cafe	7	1.056267287	0.881048383
10	0	Cafe	8	0.918693413	0.937211524
10	0	FoodCourt	0	1.156648016	1.237487296
10	0	FoodCourt	1	1.167219236	1.040161768
10	0	FoodCourt	2	0.899662887	1.247910819
10	0	FoodCourt	3	0.753448747	1.335878053
10	0	FoodCourt	4	0.689948747	1.204945226
10	0	FoodCourt	5	0.786737976	1.134929201
10	0	FoodCourt	6	1.019384895	1.306250738
10	0	FoodCourt	7	0.607695231	1.39505032
10	0	FoodCourt	8	0.76641183	1.32014985
10	1	MusicParty	0	1.409292149	1.318604982
10	1	MusicParty	1	1.153197023	1.29133051
10	1	MusicParty	2	1.172274055	1.259300846
10	1	MusicParty	3	1.115574648	1.247656318
10	1	MusicParty	4	1.14390636	1.290679304
10	1	MusicParty	5	1.096875356	1.081098696
10	1	MusicParty	6	1.018430649	1.211717406
10	1	MusicParty	7	1.179335888	1.165640671
10	1	MusicParty	8	1.116358026	1.282432608
10	1	FoodCourt	0	1.382812355	1.209358705
10	1	FoodCourt	1	1.353497645	0.981139306
10	1	FoodCourt	2	0.962787424	1.161412762
10	1	FoodCourt	3	1.107836383	1.282650007
