1.118958971	1.787965883
1.476813299	1.653733171
3.024510308	1.689638333
5.359596629	2.566001976
5.875956029	3.462511028
6.491563401	3.867593213
6.215272342	4.302262408
3.10262349	4.79564196
3.024885735	3.044276592
5.646499825	2.962920847
7.694960076	4.652319551
6.191931809	6.358741932
2.405716792	6.605411109
1.204950853	4.439355665
1.337965021	2.097938583
2.390992663	0.872114433
3.6450997	0.847806814
2.880996571	1.962408522
2.641177711	2.330047297
3.368489497	2.284632545
2.69085967	2.077839251
2.453817609	1.750011904
4.111815771	1.621810033
2.616481108	1.563040141
2.425269447	1.567564948
2.647322452	2.26109769
2.84364734	2.395831538
2.020506342	1.933171021
0.728659014	1.866461568
0.633726648	2.382619781
1.377727489	2.14558714
2.086997481	2.115323989
6.006449407	1.810019813
4.762583257	2.58037014
3.801328655	3.909911223
6.05276434	2.955757147
6.723115946	1.483700919
6.220483607	1.474407049
5.556181198	1.585194908
3.931530579	1.868918724
4.288363153	1.894356269
3.268723845	1.866675893
2.33527759	2.204333811
2.432452413	2.309106515
2.520472826	1.470182775
1.783465105	1.022404474
3.10786067	0.431775341
1.736786712	0.684341881
1.725470325	0.586979711
2.114626191	0.270364363
2.419002923	0.655379381
2.948872561	0.89576953
3.402779734	0.845956196
3.027363186	0.839189949
2.238427226	0.806551651
2.155987845	0.777155543
2.73055745	0.676816327
3.322386658	0.498358867
2.217318184	0.453117612
0.92684729	0.469418375
2.175758781	0.398205364
3.131412436	0.331287002
4.491057608	0.394167456
5.883096375	0.378925773
5.344934133	0.37522661
6.762520325	0.756408929
5.291422681	0.883395845
3.721301926	0.350534032
6.124925876	0.274848066
7.702243247	0.411289249
6.4888876	0.447940536
3.940067598	0.608094947
2.474945481	0.729976769
1.752978928	0.626915568
1.805261545	0.540521713
3.530741935	0.415152539
3.090110468	0.441891705
2.371034641	0.490941521
3.614204512	0.382492965
3.037436875	0.266550903
2.205087657	0.1976418
2.42485565	0.270009286
3.040071351	0.201412051
2.576763938	0.170858555
2.415941891	0.24949719
3.380867917	0.194722407
3.186349038	0.390499692
1.895685801	0.554519045
0.74807861	0.609443211
0.789116452	0.396915089
1.400093258	0.504182343
2.453864918	0.759634708
6.917631737	0.968685284
6.940683521	0.866161309
4.772663472	0.672306066
6.61079898	0.467104609
6.628958477	0.38863493
6.815325679	0.594390622
6.536707266	0.727232487
4.426478422	0.868640828
2.495969807	1.034550587
1.879729549	1.131582168
1.813308216	1.261212149
2.335416888	1.408655634
2.277015307	1.377374212
4.231411459	1.373549588
2.26501359	1.838909103
2.323292131	2.859960983
